# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
 0.00   0.00   0.00   0.00   0.00   0.00   0.00
 0.10   0.00   0.00   0.00   0.00   0.00  16.61
 0.20   0.00   0.00   0.00   0.00   0.00  66.44
 0.30   0.00   0.00   0.00   0.00   0.00 149.49
 0.40   0.00   0.00   0.00   0.00   0.00 265.75
 0.50   0.00   0.00   0.00   0.00   0.00 415.20
 0.60   0.00   0.00   0.00   0.00   0.00 597.85
 0.70   0.00   0.00   0.00   0.00   0.00 813.67
 0.80   0.00   0.00   0.00   0.00   0.00 1062.64
 0.90   0.00   0.00   0.00   0.00   0.00 1344.76
 1.00   0.00   0.00   0.00   0.00   0.00 1659.99
 1.10   0.00   0.00   0.00   0.00   0.00 2008.31
 1.20   0.00   0.00   0.00   0.00   0.00 2389.69
 1.30   0.00   0.00   0.00   0.00   0.00 2804.10
 1.40   0.00   0.00   0.00   0.00   0.00 3251.52
 1.50   0.00   0.00   0.00   0.00   0.00 3731.90
 1.60   0.00   0.00   0.00   0.00   0.00 4245.20
 1.70   0.00   0.00   0.00   0.00   0.00 4791.39
 1.80   0.00   0.00   0.00   0.00   0.00 5370.42
 1.90   0.00   0.00   0.00   0.00   0.00 5982.25
 2.00   0.00   0.00   0.00   0.00   0.00 6626.83
 2.10   0.00   0.00   0.00   0.00   0.00 7304.10
 2.20   0.00   0.00   0.00   0.00   0.00 8014.02
 2.30   0.00   0.00   0.00   0.00   0.00 8756.52
 2.40   0.00   0.00   0.00   0.00   0.00 9531.55
 2.50   0.00   0.00   0.00   0.00   0.00 10339.05
 2.60   0.00   0.00   0.00   0.00   0.00 11178.95
 2.70   0.00   0.00   0.00   0.00   0.00 12051.19
 2.80   0.00   0.00   0.00   0.00   0.00 12955.69
 2.90   0.00   0.00   0.00   0.00   0.00 13892.39
 3.00   0.00   0.00   0.00   0.00   0.00 14861.21
 3.10   0.00   0.00   0.00   0.00   0.00 15862.08
 3.20   0.00   0.00   0.00   0.00   0.00 16894.91
 3.30   0.00   0.00   0.00   0.00   0.00 17959.62
