# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
12.90 651764.79   0.00   0.00   0.00   0.00 61772.74
13.00 656533.18   0.00   0.00   0.00   0.00 62622.12
13.10 661295.06   0.00   0.00   0.00   0.00 63474.71
13.20 666050.39   0.00   0.00   0.00   0.00 64330.42
13.30 670799.11   0.00   0.00   0.00   0.00 65189.20
13.40 675541.20   0.00   0.00   0.00   0.00 66050.96
13.50 680276.58   0.00   0.00   0.00   0.00 66915.64
13.60 685005.23   0.00   0.00   0.00   0.00 67783.17
13.70 689727.09   0.00   0.00   0.00   0.00 68653.46
13.80 694442.11   0.00   0.00   0.00   0.00 69526.44
13.90 699150.26   0.00   0.00   0.00   0.00 70402.05
14.00 703851.47   0.00   0.00   0.00   0.00 71280.20
14.10 708545.71   0.00   0.00   0.00   0.00 72160.82
14.20 713232.93   0.00   0.00   0.00   0.00 73043.84
14.30 717913.08   0.00   0.00   0.00   0.00 73929.18
14.40 722586.12   0.00   0.00   0.00   0.00 74816.76
14.50 727251.99   0.00   0.00   0.00   0.00 75706.51
14.60 731910.67   0.00   0.00   0.00   0.00 76598.36
14.70 736562.08   0.00   0.00   0.00   0.00 77492.21
14.80 741206.20   0.00   0.00   0.00   0.00 78388.01
14.90 745842.98   0.00   0.00   0.00   0.00 79285.67
15.00 750472.36   0.00   0.00   0.00   0.00 80185.11
15.10 755094.31   0.00   0.00   0.00   0.00 81086.26
15.20 759708.77   0.00   0.00   0.00   0.00 81989.03
15.30 764315.71   0.00   0.00   0.00   0.00 82893.36
15.40 768915.07   0.00   0.00   0.00   0.00 83799.16
15.50 773506.82   0.00   0.00   0.00   0.00 84706.35
15.60 778090.90   0.00   0.00   0.00   0.00 85614.85
15.70 782667.26   0.00   0.00   0.00   0.00 86524.59
15.80 787235.88   0.00   0.00   0.00   0.00 87435.48
15.90 791796.69   0.00   0.00   0.00   0.00 88347.45
16.00 796349.65   0.00   0.00   0.00   0.00 89260.41
16.10 800894.73   0.00   0.00   0.00   0.00 90174.29
16.20 805431.87   0.00   0.00   0.00   0.00 91089.00
16.30 809961.03   0.00   0.00   0.00   0.00 92004.47
16.40 814482.16   0.00   0.00   0.00   0.00 92920.61
16.50 818995.22   0.00   0.00   0.00   0.00 93837.35
16.60 823500.16   0.00   0.00   0.00   0.00 94754.60
16.70 827996.95   0.00   0.00   0.00   0.00 95672.27
16.80 832485.53   0.00   0.00   0.00   0.00 96590.30
16.90 836965.86   0.00   0.00   0.00   0.00 97508.59
17.00 841437.90   0.00   0.00   0.00   0.00 98427.07
17.10 845901.59   0.00   0.00   0.00   0.00 99345.66
17.20 850356.91   0.00   0.00   0.00   0.00 100264.26
17.30 854803.80   0.00   0.00   0.00   0.00 101182.80
17.40 859242.22   0.00   0.00   0.00   0.00 102101.20
17.50 863672.13   0.00   0.00   0.00   0.00 103019.38
17.60 868093.47   0.00   0.00   0.00   0.00 103937.24
17.70 872506.22   0.00   0.00   0.00   0.00 104854.72
17.80 876910.32   0.00   0.00   0.00   0.00 105771.72
17.90 881305.73   0.00   0.00   0.00   0.00 106688.16
18.00 885692.41   0.00   0.00   0.00   0.00 107603.96
18.10 890070.31   0.00   0.00   0.00   0.00 108519.03
18.20 894439.39   0.00   0.00   0.00   0.00 109433.30
18.30 898799.61   0.00   0.00   0.00   0.00 110346.68
18.40 903150.92   0.00   0.00   0.00   0.00 111259.08
18.50 907493.28   0.00   0.00   0.00   0.00 112170.42
18.60 911826.65   0.00   0.00   0.00   0.00 113080.62
18.70 916150.98   0.00   0.00   0.00   0.00 113989.60
18.80 920466.24   0.00   0.00   0.00   0.00 114897.26
18.90 924772.37   0.00   0.00   0.00   0.00 115803.53
19.00 929069.34   0.00   0.00   0.00   0.00 116708.32
19.10 933357.10   0.00   0.00   0.00   0.00 117611.54
19.20 937635.62   0.00   0.00   0.00   0.00 118513.12
19.30 941904.84   0.00   0.00   0.00   0.00 119412.97
19.40 946164.73   0.00   0.00   0.00   0.00 120311.00
19.50 950415.25   0.00   0.00   0.00   0.00 121207.13
19.60 954656.35   0.00   0.00   0.00   0.00 122101.27
19.70 958887.98   0.00   0.00   0.00   0.00 122993.34
19.80 963110.12   0.00   0.00   0.00   0.00 123883.26
19.90 967322.71   0.00   0.00   0.00   0.00 124770.95
20.00 971525.72   0.00   0.00   0.00   0.00 125656.30
20.10 975719.10   0.00   0.00   0.00   0.00 126539.25
20.20 979902.81   0.00   0.00   0.00   0.00 127419.71
20.30 984076.81   0.00   0.00   0.00   0.00 128297.59
20.40 988241.06   0.00   0.00   0.00   0.00 129172.81
20.50 992395.51   0.00   0.00   0.00   0.00 130045.28
20.60 996540.13   0.00   0.00   0.00   0.00 130914.93
20.70 1000674.88   0.00   0.00   0.00   0.00 131781.65
20.80 1004799.71   0.00   0.00   0.00   0.00 132645.38
20.90 1008914.59   0.00   0.00   0.00   0.00 133506.02
21.00 1013019.47   0.00   0.00   0.00   0.00 134363.50
21.10 1017114.31   0.00   0.00   0.00   0.00 135217.72
21.20 1021199.07   0.00   0.00   0.00   0.00 136068.60
21.30 1025273.71   0.00   0.00   0.00   0.00 136916.07
21.40 1029338.19   0.00   0.00   0.00   0.00 137760.02
21.50 1033392.47   0.00   0.00   0.00   0.00 138600.39
21.60 1037436.51   0.00   0.00   0.00   0.00 139437.08
21.70 1041470.27   0.00   0.00   0.00   0.00 140270.02
21.80 1045493.72   0.00   0.00   0.00   0.00 141099.11
21.90 1049506.80   0.00   0.00   0.00   0.00 141924.27
22.00 1053509.48   0.00   0.00   0.00   0.00 142745.43
22.10 1057501.72   0.00   0.00   0.00   0.00 143562.50
22.20 1061483.48   0.00   0.00   0.00   0.00 144375.38
22.30 1065454.73   0.00   0.00   0.00   0.00 145184.01
22.40 1069415.42   0.00   0.00   0.00   0.00 145988.29
22.50 1073365.51   0.00   0.00   0.00   0.00 146788.15
22.60 1077304.96   0.00   0.00   0.00   0.00 147583.49
22.70 1081233.74   0.00   0.00   0.00   0.00 148374.25
22.80 1085151.80   0.00   0.00   0.00   0.00 149160.33
22.90 1089059.11   0.00   0.00   0.00   0.00 149941.64
23.00 1092955.63   0.00   0.00   0.00   0.00 150718.12
23.10 1096841.32   0.00   0.00   0.00   0.00 151489.68
23.20 1100716.14   0.00   0.00   0.00   0.00 152256.23
23.30 1104580.06   0.00   0.00   0.00   0.00 153017.69
23.40 1108433.03   0.00   0.00   0.00   0.00 153773.98
23.50 1112275.01   0.00   0.00   0.00   0.00 154525.02
23.60 1116105.97   0.00   0.00   0.00   0.00 155270.73
23.70 1119925.87   0.00   0.00   0.00   0.00 156011.03
23.80 1123734.68   0.00   0.00   0.00   0.00 156745.82
23.90 1127532.35   0.00   0.00   0.00   0.00 157475.05
24.00 1131318.85   0.00   0.00   0.00   0.00 158198.61
24.10 1135094.13   0.00   0.00   0.00   0.00 158916.44
24.20 1138858.17   0.00   0.00   0.00   0.00 159628.45
24.30 1142610.93   0.00   0.00   0.00   0.00 160334.56
24.40 1146352.36   0.00   0.00   0.00   0.00 161034.69
24.50 1150082.43   0.00   0.00   0.00   0.00 161728.76
24.60 1153801.10   0.00   0.00   0.00   0.00 162416.70
24.70 1157508.35   0.00   0.00   0.00   0.00 163098.42
24.80 1161204.12   0.00   0.00   0.00   0.00 163773.84
24.90 1164888.38   0.00   0.00   0.00   0.00 164442.89
25.00 1168561.10   0.00   0.00   0.00   0.00 165105.49
25.10 1172222.25   0.00   0.00   0.00   0.00 165761.55
25.20 1175871.77   0.00   0.00   0.00   0.00 166411.00
25.30 1179509.65   0.00   0.00   0.00   0.00 167053.77
25.40 1183135.84   0.00   0.00   0.00   0.00 167689.77
25.50 1186750.30   0.00   0.00   0.00   0.00 168318.93
25.60 1190353.00   0.00   0.00   0.00   0.00 168941.17
25.70 1193943.91   0.00   0.00   0.00   0.00 169556.42
25.80 1197522.99   0.00   0.00   0.00   0.00 170164.59
25.90 1201090.20   0.00   0.00   0.00   0.00 170765.62
26.00 1204645.51   0.00   0.00   0.00   0.00 171359.42
26.10 1208188.88   0.00   0.00   0.00   0.00 171945.92
26.20 1211720.28   0.00   0.00   0.00   0.00 172525.05
26.30 1215239.67   0.00   0.00   0.00   0.00 173096.72
26.40 1218747.02   0.00   0.00   0.00   0.00 173660.88
26.50 1222242.30   0.00   0.00   0.00   0.00 174217.44
26.60 1225725.46   0.00   0.00   0.00   0.00 174766.32
26.70 1229196.47   0.00   0.00   0.00   0.00 175307.46
26.80 1232655.31   0.00   0.00   0.00   0.00 175840.78
26.90 1236101.93   0.00   0.00   0.00   0.00 176366.21
27.00 1239536.30   0.00   0.00   0.00   0.00 176883.68
27.10 1242958.39   0.00   0.00   0.00   0.00 177393.11
27.20 1246368.16   0.00   0.00   0.00   0.00 177894.43
27.30 1249765.59   0.00   0.00   0.00   0.00 178387.57
27.40 1253150.63   0.00   0.00   0.00   0.00 178872.47
27.50 1256523.25   0.00   0.00   0.00   0.00 179349.04
27.60 1259883.42   0.00   0.00   0.00   0.00 179817.22
27.70 1263231.10   0.00   0.00   0.00   0.00 180276.94
27.80 1266566.27   0.00   0.00   0.00   0.00 180728.13
27.90 1269888.88   0.00   0.00   0.00   0.00 181170.72
28.00 1273198.92   0.00   0.00   0.00   0.00 181604.64
28.10 1276496.33   0.00   0.00   0.00   0.00 182029.83
28.20 1279781.10   0.00   0.00   0.00   0.00 182446.21
28.30 1283053.19   0.00   0.00   0.00   0.00 182853.72
28.40 1286312.56   0.00   0.00   0.00   0.00 183252.29
28.50 1289559.18   0.00   0.00   0.00   0.00 183641.86
28.60 1292793.03   0.00   0.00   0.00   0.00 184022.36
28.70 1296014.07   0.00   0.00   0.00   0.00 184393.71
28.80 1299222.26   0.00   0.00   0.00   0.00 184755.87
28.90 1302417.58   0.00   0.00   0.00   0.00 185108.75
29.00 1305600.00   0.00   0.00   0.00   0.00 185452.31
29.10 1308769.47   0.00   0.00   0.00   0.00 185786.47
29.20 1311925.98   0.00   0.00   0.00   0.00 186111.16
29.30 1315069.49   0.00   0.00   0.00   0.00 186426.34
29.40 1318199.97   0.00   0.00   0.00   0.00 186731.93
29.50 1321317.38   0.00   0.00   0.00   0.00 187027.87
29.60 1324421.70   0.00   0.00   0.00   0.00 187314.11
29.70 1327512.90   0.00   0.00   0.00   0.00 187590.57
29.80 1330590.94   0.00   0.00   0.00   0.00 187857.21
29.90 1333655.80   0.00   0.00   0.00   0.00 188113.95
30.00 1336707.44   0.00   0.00   0.00   0.00 188360.74
30.10 1339745.83   0.00   0.00   0.00   0.00 188597.52
30.20 1342770.95   0.00   0.00   0.00   0.00 188824.23
30.30 1345782.77   0.00   0.00   0.00   0.00 189040.81
30.40 1348781.25   0.00   0.00   0.00   0.00 189247.21
30.50 1351766.36   0.00   0.00   0.00   0.00 189443.37
30.60 1354738.08   0.00   0.00   0.00   0.00 189629.23
30.70 1357696.37   0.00   0.00   0.00   0.00 189804.73
30.80 1360641.22   0.00   0.00   0.00   0.00 189969.82
30.90 1363572.57   0.00   0.00   0.00   0.00 190124.45
31.00 1366490.42   0.00   0.00   0.00   0.00 190268.56
31.10 1369394.72   0.00   0.00   0.00   0.00 190402.09
31.20 1372285.46   0.00   0.00   0.00   0.00 190524.99
31.30 1375162.60   0.00   0.00   0.00   0.00 190637.22
31.40 1378026.11   0.00   0.00   0.00   0.00 190738.70
31.50 1380875.96   0.00   0.00   0.00   0.00 190829.41
31.60 1383712.13   0.00   0.00   0.00   0.00 190909.28
31.70 1386534.59   0.00   0.00   0.00   0.00 190978.26
31.80 1389343.32   0.00   0.00   0.00   0.00 191036.30
31.90 1392138.27   0.00   0.00   0.00   0.00 191083.35
32.00 1394919.43   0.00   0.00   0.00   0.00 191119.37
32.10 1397686.76   0.00   0.00   0.00   0.00 191144.31
32.20 1400440.25   0.00   0.00   0.00   0.00 191158.11
32.30 1403179.86   0.00   0.00   0.00   0.00 191160.73
32.40 1405905.56   0.00   0.00   0.00   0.00 191152.13
32.50 1408617.34   0.00   0.00   0.00   0.00 191132.25
32.60 1411315.15   0.00   0.00   0.00   0.00 191101.06
32.70 1413998.98   0.00   0.00   0.00   0.00 191058.50
32.80 1416668.80   0.00   0.00   0.00   0.00 191004.53
32.90 1419324.58   0.00   0.00   0.00   0.00 190939.12
33.00 1421966.30   0.00   0.00   0.00   0.00 190862.20
33.10 1424593.92   0.00   0.00   0.00   0.00 190773.76
33.20 1427207.43   0.00   0.00   0.00   0.00 190673.73
33.30 1429806.80   0.00   0.00   0.00   0.00 190562.08
33.40 1432392.00   0.00   0.00   0.00   0.00 190438.77
33.50 1434963.00   0.00   0.00   0.00   0.00 190303.77
33.60 1437519.79   0.00   0.00   0.00   0.00 190157.02
33.70 1440062.33   0.00   0.00   0.00   0.00 189998.49
33.80 1442590.60   0.00   0.00   0.00   0.00 189828.14
33.90 1445104.57   0.00   0.00   0.00   0.00 189645.95
34.00 1447604.23   0.00   0.00   0.00   0.00 189451.86
34.10 1450089.54   0.00   0.00   0.00   0.00 189245.84
34.20 1452560.48   0.00   0.00   0.00   0.00 189027.86
34.30 1455017.03   0.00   0.00   0.00   0.00 188797.88
34.40 1457459.16   0.00   0.00   0.00   0.00 188555.87
34.50 1459886.85   0.00   0.00   0.00   0.00 188301.79
34.60 1462300.07   0.00   0.00   0.00   0.00 188035.62
34.70 1464698.80   0.00   0.00   0.00   0.00 187757.31
34.80 1467083.02   0.00   0.00   0.00   0.00 187466.84
34.90 1469452.70   0.00   0.00   0.00   0.00 187164.18
35.00 1471807.82   0.00   0.00   0.00   0.00 186849.29
35.10 1474148.35   0.00   0.00   0.00   0.00 186522.15
35.20 1476474.28   0.00   0.00   0.00   0.00 186182.73
35.30 1478785.58   0.00   0.00   0.00   0.00 185831.00
35.40 1481082.22   0.00   0.00   0.00   0.00 185466.93
35.50 1483364.18   0.00   0.00   0.00   0.00 185090.50
35.60 1485631.45   0.00   0.00   0.00   0.00 184701.67
35.70 1487884.00   0.00   0.00   0.00   0.00 184300.43
35.80 1490121.80   0.00   0.00   0.00   0.00 183886.75
35.90 1492344.84   0.00   0.00   0.00   0.00 183460.60
36.00 1494553.08   0.00   0.00   0.00   0.00 183021.97
36.10 1496746.52   0.00   0.00   0.00   0.00 182570.82
36.20 1498925.13   0.00   0.00   0.00   0.00 182107.14
36.30 1501088.88   0.00   0.00   0.00   0.00 181630.91
36.40 1503237.76   0.00   0.00   0.00   0.00 181142.10
36.50 1505371.75   0.00   0.00   0.00   0.00 180640.70
36.60 1507490.81   0.00   0.00   0.00   0.00 180126.68
36.70 1509594.94   0.00   0.00   0.00   0.00 179600.03
36.80 1511684.11   0.00   0.00   0.00   0.00 179060.73
36.90 1513758.30   0.00   0.00   0.00   0.00 178508.77
37.00 1515817.49   0.00   0.00   0.00   0.00 177944.12
37.10 1517861.66   0.00   0.00   0.00   0.00 177366.77
37.20 1519890.79   0.00   0.00   0.00   0.00 176776.71
37.30 1521904.85   0.00   0.00   0.00   0.00 176173.92
37.40 1523903.84   0.00   0.00   0.00   0.00 175558.40
37.50 1525887.73   0.00   0.00   0.00   0.00 174930.11
37.60 1527856.49   0.00   0.00   0.00   0.00 174289.07
37.70 1529810.12   0.00   0.00   0.00   0.00 173635.25
37.80 1531748.58   0.00   0.00   0.00   0.00 172968.64
37.90 1533671.87   0.00   0.00   0.00   0.00 172289.23
38.00 1535579.96   0.00   0.00   0.00   0.00 171597.02
38.10 1537472.84   0.00   0.00   0.00   0.00 170892.00
38.20 1539350.48   0.00   0.00   0.00   0.00 170174.16
38.30 1541212.86   0.00   0.00   0.00   0.00 169443.49
38.40 1543059.98   0.00   0.00   0.00   0.00 168699.99
38.50 1544891.80   0.00   0.00   0.00   0.00 167943.65
38.60 1546708.31   0.00   0.00   0.00   0.00 167174.46
38.70 1548509.50   0.00   0.00   0.00   0.00 166392.44
38.80 1550295.35   0.00   0.00   0.00   0.00 165597.56
38.90 1552065.83   0.00   0.00   0.00   0.00 164789.83
39.00 1553820.93   0.00   0.00   0.00   0.00 163969.25
39.10 1555560.63   0.00   0.00   0.00   0.00 163135.81
39.20 1557284.92   0.00   0.00   0.00   0.00 162289.53
39.30 1558993.78   0.00   0.00   0.00   0.00 161430.39
39.40 1560687.19   0.00   0.00   0.00   0.00 160558.40
39.50 1562365.14   0.00   0.00   0.00   0.00 159673.56
39.60 1564027.60   0.00   0.00   0.00   0.00 158775.88
39.70 1565674.56   0.00   0.00   0.00   0.00 157865.36
39.80 1567306.01   0.00   0.00   0.00   0.00 156942.00
39.90 1568921.93   0.00   0.00   0.00   0.00 156005.82
40.00 1570522.31   0.00   0.00   0.00   0.00 155056.81
40.10 1572107.12   0.00   0.00   0.00   0.00 154094.98
40.20 1573676.35   0.00   0.00   0.00   0.00 153120.34
40.30 1575229.99   0.00   0.00   0.00   0.00 152132.91
40.40 1576768.01   0.00   0.00   0.00   0.00 151132.68
40.50 1578290.42   0.00   0.00   0.00   0.00 150119.67
40.60 1579797.18   0.00   0.00   0.00   0.00 149093.90
40.70 1581288.29   0.00   0.00   0.00   0.00 148055.36
40.80 1582763.73   0.00   0.00   0.00   0.00 147004.08
40.90 1584223.49   0.00   0.00   0.00   0.00 145940.07
41.00 1585667.55   0.00   0.00   0.00   0.00 144863.34
41.10 1587095.90   0.00   0.00   0.00   0.00 143773.90
41.20 1588508.52   0.00   0.00   0.00   0.00 142671.78
41.30 1589905.39   0.00   0.00   0.00   0.00 141556.99
41.40 1591286.52   0.00   0.00   0.00   0.00 140429.55
41.50 1592651.87   0.00   0.00   0.00   0.00 139289.46
41.60 1594001.45   0.00   0.00   0.00   0.00 138136.77
41.70 1595335.22   0.00   0.00   0.00   0.00 136971.47
41.80 1596653.19   0.00   0.00   0.00   0.00 135793.59
41.90 1597955.34   0.00   0.00   0.00   0.00 134603.16
42.00 1599241.65   0.00   0.00   0.00   0.00 133400.20
42.10 1600512.12   0.00   0.00   0.00   0.00 132184.72
42.20 1601766.73   0.00   0.00   0.00   0.00 130956.76
42.30 1603005.46   0.00   0.00   0.00   0.00 129716.33
42.40 1604228.31   0.00   0.00   0.00   0.00 128463.46
42.50 1605435.27   0.00   0.00   0.00   0.00 127198.18
42.60 1606626.31   0.00   0.00   0.00   0.00 125920.52
42.70 1607801.43   0.00   0.00   0.00   0.00 124630.49
42.80 1608960.63   0.00   0.00   0.00   0.00 123328.13
42.90 1610103.88   0.00   0.00   0.00   0.00 122013.47
43.00 1611231.17   0.00   0.00   0.00   0.00 120686.54
43.10 1612342.50   0.00   0.00   0.00   0.00 119347.37
43.20 1613437.85   0.00   0.00   0.00   0.00 117995.98
43.30 1614517.21   0.00   0.00   0.00   0.00 116632.42
43.40 1615580.58   0.00   0.00   0.00   0.00 115256.71
43.50 1616627.93   0.00   0.00   0.00   0.00 113868.89
43.60 1617659.27   0.00   0.00   0.00   0.00 112468.99
43.70 1618674.57   0.00   0.00   0.00   0.00 111057.05
43.80 1619673.84   0.00   0.00   0.00   0.00 109633.10
43.90 1620657.06   0.00   0.00   0.00   0.00 108197.18
44.00 1621624.21   0.00   0.00   0.00   0.00 106749.33
44.10 1622575.30   0.00   0.00   0.00   0.00 105289.58
44.20 1623510.31   0.00   0.00   0.00   0.00 103817.98
44.30 1624429.23   0.00   0.00   0.00   0.00 102334.57
44.40 1625332.06   0.00   0.00   0.00   0.00 100839.38
44.50 1626218.78   0.00   0.00   0.00   0.00 99332.45
44.60 1627089.39   0.00   0.00   0.00   0.00 97813.84
44.70 1627943.87   0.00   0.00   0.00   0.00 96283.57
44.80 1628782.22   0.00   0.00   0.00   0.00 94741.71
44.90 1629604.43   0.00   0.00   0.00   0.00 93188.28
