# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
312.33 1650000.00   0.00   0.00   0.00   0.00 1287835.86
312.43 1650000.00   0.00   0.00   0.00   0.00 1296399.70
312.53 1650000.00   0.00   0.00   0.00   0.00 1304916.30
312.63 1650000.00   0.00   0.00   0.00   0.00 1313385.29
312.73 1650000.00   0.00   0.00   0.00   0.00 1321806.32
312.83 1650000.00   0.00   0.00   0.00   0.00 1330179.02
312.93 1650000.00   0.00   0.00   0.00   0.00 1338503.03
313.03 1650000.00   0.00   0.00   0.00   0.00 1346778.00
313.13 1650000.00   0.00   0.00   0.00   0.00 1355003.57
313.23 1650000.00   0.00   0.00   0.00   0.00 1363179.40
313.33 1650000.00   0.00   0.00   0.00   0.00 1371305.13
313.43 1650000.00   0.00   0.00   0.00   0.00 1379380.41
313.53 1650000.00   0.00   0.00   0.00   0.00 1387404.89
313.63 1650000.00   0.00   0.00   0.00   0.00 1395378.24
313.73 1650000.00   0.00   0.00   0.00   0.00 1403300.10
313.83 1650000.00   0.00   0.00   0.00   0.00 1411170.13
313.93 1650000.00   0.00   0.00   0.00   0.00 1418988.01
314.03 1650000.00   0.00   0.00   0.00   0.00 1426753.38
314.13 1650000.00   0.00   0.00   0.00   0.00 1434465.91
314.23 1650000.00   0.00   0.00   0.00   0.00 1442125.28
314.33 1650000.00   0.00   0.00   0.00   0.00 1449731.14
314.43 1650000.00   0.00   0.00   0.00   0.00 1457283.17
314.53 1650000.00   0.00   0.00   0.00   0.00 1464781.05
314.63 1650000.00   0.00   0.00   0.00   0.00 1472224.43
314.73 1650000.00   0.00   0.00   0.00   0.00 1479613.01
314.83 1650000.00   0.00   0.00   0.00   0.00 1486946.46
314.93 1650000.00   0.00   0.00   0.00   0.00 1494224.47
315.03 1650000.00   0.00   0.00   0.00   0.00 1501446.70
315.13 1650000.00   0.00   0.00   0.00   0.00 1508612.85
315.23 1650000.00   0.00   0.00   0.00   0.00 1515722.61
315.33 1650000.00   0.00   0.00   0.00   0.00 1522775.67
315.43 1650000.00   0.00   0.00   0.00   0.00 1529771.71
315.53 1650000.00   0.00   0.00   0.00   0.00 1536710.42
315.63 1650000.00   0.00   0.00   0.00   0.00 1543591.51
315.73 1650000.00   0.00   0.00   0.00   0.00 1550414.68
315.83 1650000.00   0.00   0.00   0.00   0.00 1557179.61
315.93 1650000.00   0.00   0.00   0.00   0.00 1563886.02
316.03 1650000.00   0.00   0.00   0.00   0.00 1570533.61
316.13 1650000.00   0.00   0.00   0.00   0.00 1577122.08
316.23 1650000.00   0.00   0.00   0.00   0.00 1583651.14
316.33 1650000.00   0.00   0.00   0.00   0.00 1590120.51
316.43 1650000.00   0.00   0.00   0.00   0.00 1596529.89
316.53 1650000.00   0.00   0.00   0.00   0.00 1602879.01
316.63 1650000.00   0.00   0.00   0.00   0.00 1609167.57
316.73 1650000.00   0.00   0.00   0.00   0.00 1615395.31
316.83 1650000.00   0.00   0.00   0.00   0.00 1621561.93
316.93 1650000.00   0.00   0.00   0.00   0.00 1627667.18
317.03 1650000.00   0.00   0.00   0.00   0.00 1633710.77
317.13 1650000.00   0.00   0.00   0.00   0.00 1639692.43
317.23 1650000.00   0.00   0.00   0.00   0.00 1645611.89
317.33 1650000.00   0.00   0.00   0.00   0.00 1651468.90
317.43 1650000.00   0.00   0.00   0.00   0.00 1657263.18
317.53 1650000.00   0.00   0.00   0.00   0.00 1662994.47
317.63 1650000.00   0.00   0.00   0.00   0.00 1668662.53
317.73 1650000.00   0.00   0.00   0.00   0.00 1674267.08
317.83 1650000.00   0.00   0.00   0.00   0.00 1679807.87
317.93 1650000.00   0.00   0.00   0.00   0.00 1685284.66
318.03 1650000.00   0.00   0.00   0.00   0.00 1690697.19
318.13 1650000.00   0.00   0.00   0.00   0.00 1696045.23
318.23 1650000.00   0.00   0.00   0.00   0.00 1701328.51
318.33 1650000.00   0.00   0.00   0.00   0.00 1706546.81
318.43 1650000.00   0.00   0.00   0.00   0.00 1711699.89
318.53 1650000.00   0.00   0.00   0.00   0.00 1716787.50
318.63 1650000.00   0.00   0.00   0.00   0.00 1721809.41
318.73 1650000.00   0.00   0.00   0.00   0.00 1726765.39
318.83 1650000.00   0.00   0.00   0.00   0.00 1731655.22
318.93 1650000.00   0.00   0.00   0.00   0.00 1736478.67
319.03 1650000.00   0.00   0.00   0.00   0.00 1741235.50
319.13 1650000.00   0.00   0.00   0.00   0.00 1745925.51
319.23 1650000.00   0.00   0.00   0.00   0.00 1750548.47
319.33 1650000.00   0.00   0.00   0.00   0.00 1755104.16
319.43 1650000.00   0.00   0.00   0.00   0.00 1759592.38
319.53 1650000.00   0.00   0.00   0.00   0.00 1764012.91
319.63 1650000.00   0.00   0.00   0.00   0.00 1768365.54
319.73 1650000.00   0.00   0.00   0.00   0.00 1772650.08
319.83 1650000.00   0.00   0.00   0.00   0.00 1776866.30
319.93 1650000.00   0.00   0.00   0.00   0.00 1781014.02
320.03 1650000.00   0.00   0.00   0.00   0.00 1785093.04
320.13 1650000.00   0.00   0.00   0.00   0.00 1789103.16
320.23 1650000.00   0.00   0.00   0.00   0.00 1793044.19
320.33 1650000.00   0.00   0.00   0.00   0.00 1796915.94
320.43 1650000.00   0.00   0.00   0.00   0.00 1800718.22
320.53 1650000.00   0.00   0.00   0.00   0.00 1804450.85
320.63 1650000.00   0.00   0.00   0.00   0.00 1808113.64
320.73 1650000.00   0.00   0.00   0.00   0.00 1811706.43
320.83 1650000.00   0.00   0.00   0.00   0.00 1815229.02
320.93 1650000.00   0.00   0.00   0.00   0.00 1818681.26
321.03 1650000.00   0.00   0.00   0.00   0.00 1822062.96
321.13 1650000.00   0.00   0.00   0.00   0.00 1825373.96
321.23 1650000.00   0.00   0.00   0.00   0.00 1828614.10
321.33 1650000.00   0.00   0.00   0.00   0.00 1831783.21
321.43 1650000.00   0.00   0.00   0.00   0.00 1834881.13
321.53 1650000.00   0.00   0.00   0.00   0.00 1837907.71
321.63 1650000.00   0.00   0.00   0.00   0.00 1840862.79
321.73 1650000.00   0.00   0.00   0.00   0.00 1843746.22
321.83 1650000.00   0.00   0.00   0.00   0.00 1846557.86
321.93 1650000.00   0.00   0.00   0.00   0.00 1849297.55
322.03 1650000.00   0.00   0.00   0.00   0.00 1851965.16
322.13 1650000.00   0.00   0.00   0.00   0.00 1854560.54
322.23 1650000.00   0.00   0.00   0.00   0.00 1857083.56
322.33 1650000.00   0.00   0.00   0.00   0.00 1859534.08
322.43 1650000.00   0.00   0.00   0.00   0.00 1861911.97
322.53 1650000.00   0.00   0.00   0.00   0.00 1864217.11
322.63 1650000.00   0.00   0.00   0.00   0.00 1866449.36
322.73 1650000.00   0.00   0.00   0.00   0.00 1868608.61
322.83 1650000.00   0.00   0.00   0.00   0.00 1870694.73
322.93 1650000.00   0.00   0.00   0.00   0.00 1872707.61
323.03 1650000.00   0.00   0.00   0.00   0.00 1874647.14
323.13 1650000.00   0.00   0.00   0.00   0.00 1876513.19
323.23 1650000.00   0.00   0.00   0.00   0.00 1878305.68
323.33 1650000.00   0.00   0.00   0.00   0.00 1880024.47
323.43 1650000.00   0.00   0.00   0.00   0.00 1881669.49
323.53 1650000.00   0.00   0.00   0.00   0.00 1883240.62
323.63 1650000.00   0.00   0.00   0.00   0.00 1884737.77
323.73 1650000.00   0.00   0.00   0.00   0.00 1886160.85
323.83 1650000.00   0.00   0.00   0.00   0.00 1887509.76
323.93 1650000.00   0.00   0.00   0.00   0.00 1888784.42
324.03 1650000.00   0.00   0.00   0.00   0.00 1889984.75
324.13 1650000.00   0.00   0.00   0.00   0.00 1891110.65
324.23 1650000.00   0.00   0.00   0.00   0.00 1892162.05
324.33 1650000.00   0.00   0.00   0.00   0.00 1893138.88
324.43 1650000.00   0.00   0.00   0.00   0.00 1894041.06
324.53 1650000.00   0.00   0.00   0.00   0.00 1894868.52
324.63 1650000.00   0.00   0.00   0.00   0.00 1895621.20
324.73 1650000.00   0.00   0.00   0.00   0.00 1896299.02
324.83 1650000.00   0.00   0.00   0.00   0.00 1896901.94
324.93 1650000.00   0.00   0.00   0.00   0.00 1897429.89
325.03 1650000.00   0.00   0.00   0.00   0.00 1897882.81
325.13 1650000.00   0.00   0.00   0.00   0.00 1898260.65
325.23 1650000.00   0.00   0.00   0.00   0.00 1898563.37
325.33 1650000.00   0.00   0.00   0.00   0.00 1898790.91
325.43 1650000.00   0.00   0.00   0.00   0.00 1898943.24
325.53 1650000.00   0.00   0.00   0.00   0.00 1899020.31
325.63 1650000.00   0.00   0.00   0.00   0.00 1899022.09
325.73 1650000.00   0.00   0.00   0.00   0.00 1898948.54
325.83 1650000.00   0.00   0.00   0.00   0.00 1898799.63
325.93 1650000.00   0.00   0.00   0.00   0.00 1898575.33
326.03 1650000.00   0.00   0.00   0.00   0.00 1898275.62
326.13 1650000.00   0.00   0.00   0.00   0.00 1897900.48
326.23 1650000.00   0.00   0.00   0.00   0.00 1897449.88
326.33 1650000.00   0.00   0.00   0.00   0.00 1896923.81
326.43 1650000.00   0.00   0.00   0.00   0.00 1896322.25
326.53 1650000.00   0.00   0.00   0.00   0.00 1895645.20
326.63 1650000.00   0.00   0.00   0.00   0.00 1894892.65
326.73 1650000.00   0.00   0.00   0.00   0.00 1894064.59
326.83 1650000.00   0.00   0.00   0.00   0.00 1893161.03
326.93 1650000.00   0.00   0.00   0.00   0.00 1892181.96
327.03 1650000.00   0.00   0.00   0.00   0.00 1891127.39
327.13 1650000.00   0.00   0.00   0.00   0.00 1889997.33
327.23 1650000.00   0.00   0.00   0.00   0.00 1888791.79
327.33 1650000.00   0.00   0.00   0.00   0.00 1887510.78
327.43 1650000.00   0.00   0.00   0.00   0.00 1886154.32
327.53 1650000.00   0.00   0.00   0.00   0.00 1884722.44
327.63 1650000.00   0.00   0.00   0.00   0.00 1883215.14
327.73 1650000.00   0.00   0.00   0.00   0.00 1881632.47
327.83 1650000.00   0.00   0.00   0.00   0.00 1879974.44
327.93 1650000.00   0.00   0.00   0.00   0.00 1878241.10
328.03 1650000.00   0.00   0.00   0.00   0.00 1876432.47
328.13 1650000.00   0.00   0.00   0.00   0.00 1874548.59
328.23 1650000.00   0.00   0.00   0.00   0.00 1872589.52
328.33 1650000.00   0.00   0.00   0.00   0.00 1870555.28
328.43 1650000.00   0.00   0.00   0.00   0.00 1868445.93
328.53 1650000.00   0.00   0.00   0.00   0.00 1866261.52
328.63 1650000.00   0.00   0.00   0.00   0.00 1864002.10
328.73 1650000.00   0.00   0.00   0.00   0.00 1861667.73
328.83 1650000.00   0.00   0.00   0.00   0.00 1859258.47
328.93 1650000.00   0.00   0.00   0.00   0.00 1856774.38
329.03 1650000.00   0.00   0.00   0.00   0.00 1854215.52
329.13 1650000.00   0.00   0.00   0.00   0.00 1851581.97
329.23 1650000.00   0.00   0.00   0.00   0.00 1848873.80
329.33 1650000.00   0.00   0.00   0.00   0.00 1846091.08
329.43 1650000.00   0.00   0.00   0.00   0.00 1843233.88
329.53 1650000.00   0.00   0.00   0.00   0.00 1840302.30
329.63 1650000.00   0.00   0.00   0.00   0.00 1837296.41
329.73 1650000.00   0.00   0.00   0.00   0.00 1834216.30
329.83 1650000.00   0.00   0.00   0.00   0.00 1831062.07
329.93 1650000.00   0.00   0.00   0.00   0.00 1827833.79
330.03 1650000.00   0.00   0.00   0.00   0.00 1824531.58
330.13 1650000.00   0.00   0.00   0.00   0.00 1821155.52
330.23 1650000.00   0.00   0.00   0.00   0.00 1817705.72
330.33 1650000.00   0.00   0.00   0.00   0.00 1814182.29
330.43 1650000.00   0.00   0.00   0.00   0.00 1810585.33
330.53 1650000.00   0.00   0.00   0.00   0.00 1806914.96
330.63 1650000.00   0.00   0.00   0.00   0.00 1803171.28
330.73 1650000.00   0.00   0.00   0.00   0.00 1799354.41
330.83 1650000.00   0.00   0.00   0.00   0.00 1795464.48
330.93 1650000.00   0.00   0.00   0.00   0.00 1791501.61
331.03 1650000.00   0.00   0.00   0.00   0.00 1787465.92
331.13 1650000.00   0.00   0.00   0.00   0.00 1783357.54
331.23 1650000.00   0.00   0.00   0.00   0.00 1779176.61
331.33 1650000.00   0.00   0.00   0.00   0.00 1774923.25
331.43 1650000.00   0.00   0.00   0.00   0.00 1770597.61
331.53 1650000.00   0.00   0.00   0.00   0.00 1766199.83
331.63 1650000.00   0.00   0.00   0.00   0.00 1761730.04
331.73 1650000.00   0.00   0.00   0.00   0.00 1757188.41
331.83 1650000.00   0.00   0.00   0.00   0.00 1752575.07
331.93 1650000.00   0.00   0.00   0.00   0.00 1747890.17
332.03 1650000.00   0.00   0.00   0.00   0.00 1743133.89
332.13 1650000.00   0.00   0.00   0.00   0.00 1738306.36
332.23 1650000.00   0.00   0.00   0.00   0.00 1733407.76
332.33 1650000.00   0.00   0.00   0.00   0.00 1728438.24
332.43 1650000.00   0.00   0.00   0.00   0.00 1723397.98
332.53 1650000.00   0.00   0.00   0.00   0.00 1718287.15
332.63 1650000.00   0.00   0.00   0.00   0.00 1713105.91
332.73 1650000.00   0.00   0.00   0.00   0.00 1707854.45
332.83 1650000.00   0.00   0.00   0.00   0.00 1702532.94
332.93 1650000.00   0.00   0.00   0.00   0.00 1697141.57
333.03 1650000.00   0.00   0.00   0.00   0.00 1691680.51
333.13 1650000.00   0.00   0.00   0.00   0.00 1686149.96
333.23 1650000.00   0.00   0.00   0.00   0.00 1680550.10
333.33 1650000.00   0.00   0.00   0.00   0.00 1674881.13
333.43 1650000.00   0.00   0.00   0.00   0.00 1669143.25
333.53 1650000.00   0.00   0.00   0.00   0.00 1663336.66
333.63 1650000.00   0.00   0.00   0.00   0.00 1657461.54
333.73 1650000.00   0.00   0.00   0.00   0.00 1651518.12
333.83 1650000.00   0.00   0.00   0.00   0.00 1645506.60
333.93 1650000.00   0.00   0.00   0.00   0.00 1639427.18
334.03 1650000.00   0.00   0.00   0.00   0.00 1633280.08
334.13 1650000.00   0.00   0.00   0.00   0.00 1627065.52
334.23 1650000.00   0.00   0.00   0.00   0.00 1620783.72
334.33 1650000.00   0.00   0.00   0.00   0.00 1614434.89
334.43 1650000.00   0.00   0.00   0.00   0.00 1608019.26
334.53 1650000.00   0.00   0.00   0.00   0.00 1601537.06
334.63 1650000.00   0.00   0.00   0.00   0.00 1594988.51
334.73 1650000.00   0.00   0.00   0.00   0.00 1588373.85
334.83 1650000.00   0.00   0.00   0.00   0.00 1581693.32
334.93 1650000.00   0.00   0.00   0.00   0.00 1574947.15
335.03 1650000.00   0.00   0.00   0.00   0.00 1568135.58
335.13 1650000.00   0.00   0.00   0.00   0.00 1561258.86
335.23 1650000.00   0.00   0.00   0.00   0.00 1554317.23
335.33 1650000.00   0.00   0.00   0.00   0.00 1547310.94
335.43 1650000.00   0.00   0.00   0.00   0.00 1540240.24
335.53 1650000.00   0.00   0.00   0.00   0.00 1533105.40
335.63 1650000.00   0.00   0.00   0.00   0.00 1525906.65
335.73 1650000.00   0.00   0.00   0.00   0.00 1518644.27
335.83 1650000.00   0.00   0.00   0.00   0.00 1511318.51
335.93 1650000.00   0.00   0.00   0.00   0.00 1503929.64
336.03 1650000.00   0.00   0.00   0.00   0.00 1496477.93
336.13 1650000.00   0.00   0.00   0.00   0.00 1488963.65
336.23 1650000.00   0.00   0.00   0.00   0.00 1481387.07
336.33 1650000.00   0.00   0.00   0.00   0.00 1473748.47
336.43 1650000.00   0.00   0.00   0.00   0.00 1466048.12
336.53 1650000.00   0.00   0.00   0.00   0.00 1458286.30
336.63 1650000.00   0.00   0.00   0.00   0.00 1450463.31
336.73 1650000.00   0.00   0.00   0.00   0.00 1442579.41
336.83 1650000.00   0.00   0.00   0.00   0.00 1434634.91
336.93 1650000.00   0.00   0.00   0.00   0.00 1426630.09
337.03 1650000.00   0.00   0.00   0.00   0.00 1418565.25
337.13 1650000.00   0.00   0.00   0.00   0.00 1410440.67
337.23 1650000.00   0.00   0.00   0.00   0.00 1402256.67
337.33 1650000.00   0.00   0.00   0.00   0.00 1394013.54
337.43 1650000.00   0.00   0.00   0.00   0.00 1385711.59
337.53 1650000.00   0.00   0.00   0.00   0.00 1377351.12
337.63 1650000.00   0.00   0.00   0.00   0.00 1368932.43
337.73 1650000.00   0.00   0.00   0.00   0.00 1360455.85
337.83 1650000.00   0.00   0.00   0.00   0.00 1351921.68
337.93 1650000.00   0.00   0.00   0.00   0.00 1343330.24
338.03 1650000.00   0.00   0.00   0.00   0.00 1334681.84
338.13 1650000.00   0.00   0.00   0.00   0.00 1325976.82
338.23 1650000.00   0.00   0.00   0.00   0.00 1317215.49
338.33 1650000.00   0.00   0.00   0.00   0.00 1308398.17
338.43 1650000.00   0.00   0.00   0.00   0.00 1299525.20
338.53 1650000.00   0.00   0.00   0.00   0.00 1290596.90
338.63 1650000.00   0.00   0.00   0.00   0.00 1281613.61
338.73 1650000.00   0.00   0.00   0.00   0.00 1272575.66
338.83 1650000.00   0.00   0.00   0.00   0.00 1263483.39
338.93 1650000.00   0.00   0.00   0.00   0.00 1254337.14
339.03 1650000.00   0.00   0.00   0.00   0.00 1245137.25
339.13 1650000.00   0.00   0.00   0.00   0.00 1235884.07
339.23 1650000.00   0.00   0.00   0.00   0.00 1226577.93
339.33 1650000.00   0.00   0.00   0.00   0.00 1217219.20
339.43 1650000.00   0.00   0.00   0.00   0.00 1207808.22
339.53 1650000.00   0.00   0.00   0.00   0.00 1198345.34
339.63 1650000.00   0.00   0.00   0.00   0.00 1188830.92
339.73 1650000.00   0.00   0.00   0.00   0.00 1179265.32
339.83 1650000.00   0.00   0.00   0.00   0.00 1169648.90
339.93 1650000.00   0.00   0.00   0.00   0.00 1159982.01
340.03 1650000.00   0.00   0.00   0.00   0.00 1150265.03
340.13 1650000.00   0.00   0.00   0.00   0.00 1140498.32
340.23 1650000.00   0.00   0.00   0.00   0.00 1130682.25
340.33 1650000.00   0.00   0.00   0.00   0.00 1120817.18
340.43 1650000.00   0.00   0.00   0.00   0.00 1110903.50
340.53 1650000.00   0.00   0.00   0.00   0.00 1100941.57
340.63 1650000.00   0.00   0.00   0.00   0.00 1090931.78
340.73 1650000.00   0.00   0.00   0.00   0.00 1080874.50
340.83 1650000.00   0.00   0.00   0.00   0.00 1070770.11
340.93 1650000.00   0.00   0.00   0.00   0.00 1060619.00
341.03 1650000.00   0.00   0.00   0.00   0.00 1050421.56
341.13 1650000.00   0.00   0.00   0.00   0.00 1040178.16
341.23 1650000.00   0.00   0.00   0.00   0.00 1029889.20
341.33 1650000.00   0.00   0.00   0.00   0.00 1019555.06
341.43 1650000.00   0.00   0.00   0.00   0.00 1009176.16
341.53 1650000.00   0.00   0.00   0.00   0.00 998752.87
341.63 1650000.00   0.00   0.00   0.00   0.00 988285.59
341.73 1650000.00   0.00   0.00   0.00   0.00 977774.73
341.83 1650000.00   0.00   0.00   0.00   0.00 967220.68
341.93 1650000.00   0.00   0.00   0.00   0.00 956623.85
342.03 1650000.00   0.00   0.00   0.00   0.00 945984.64
342.13 1650000.00   0.00   0.00   0.00   0.00 935303.46
342.23 1650000.00   0.00   0.00   0.00   0.00 924580.72
342.33 1650000.00   0.00   0.00   0.00   0.00 913816.83
342.43 1650000.00   0.00   0.00   0.00   0.00 903012.19
342.53 1650000.00   0.00   0.00   0.00   0.00 892167.23
342.63 1650000.00   0.00   0.00   0.00   0.00 881282.36
342.73 1650000.00   0.00   0.00   0.00   0.00 870357.99
342.83 1650000.00   0.00   0.00   0.00   0.00 859394.55
342.93 1650000.00   0.00   0.00   0.00   0.00 848392.45
343.03 1650000.00   0.00   0.00   0.00   0.00 837352.13
343.13 1650000.00   0.00   0.00   0.00   0.00 826273.99
343.23 1650000.00   0.00   0.00   0.00   0.00 815158.48
343.33 1650000.00   0.00   0.00   0.00   0.00 804006.01
343.43 1650000.00   0.00   0.00   0.00   0.00 792817.03
343.53 1650000.00   0.00   0.00   0.00   0.00 781591.94
343.63 1650000.00   0.00   0.00   0.00   0.00 770331.20
343.73 1650000.00   0.00   0.00   0.00   0.00 759035.23
343.83 1650000.00   0.00   0.00   0.00   0.00 747704.47
343.93 1650000.00   0.00   0.00   0.00   0.00 736339.36
344.03 1650000.00   0.00   0.00   0.00   0.00 724940.34
344.13 1650000.00   0.00   0.00   0.00   0.00 713507.84
344.23 1650000.00   0.00   0.00   0.00   0.00 702042.31
344.33 1650000.00   0.00   0.00   0.00   0.00 690544.20
344.43 1650000.00   0.00   0.00   0.00   0.00 679013.94
344.53 1650000.00   0.00   0.00   0.00   0.00 667451.98
344.63 1650000.00   0.00   0.00   0.00   0.00 655858.78
344.73 1650000.00   0.00   0.00   0.00   0.00 644234.78
344.83 1650000.00   0.00   0.00   0.00   0.00 632580.43
344.93 1650000.00   0.00   0.00   0.00   0.00 620896.18
345.03 1650000.00   0.00   0.00   0.00   0.00 609182.49
345.13 1650000.00   0.00   0.00   0.00   0.00 597439.82
345.23 1650000.00   0.00   0.00   0.00   0.00 585668.61
345.33 1650000.00   0.00   0.00   0.00   0.00 573869.33
345.43 1650000.00   0.00   0.00   0.00   0.00 562042.43
345.53 1650000.00   0.00   0.00   0.00   0.00 550188.38
345.63 1650000.00   0.00   0.00   0.00   0.00 538307.64
345.73 1650000.00   0.00   0.00   0.00   0.00 526400.66
345.83 1650000.00   0.00   0.00   0.00   0.00 514467.92
345.93 1650000.00   0.00   0.00   0.00   0.00 502509.88
346.03 1650000.00   0.00   0.00   0.00   0.00 490527.00
346.13 1650000.00   0.00   0.00   0.00   0.00 478519.76
346.23 1650000.00   0.00   0.00   0.00   0.00 466488.62
346.33 1650000.00   0.00   0.00   0.00   0.00 454434.05
346.43 1650000.00   0.00   0.00   0.00   0.00 442356.52
346.53 1650000.00   0.00   0.00   0.00   0.00 430256.50
346.63 1650000.00   0.00   0.00   0.00   0.00 418134.48
346.73 1650000.00   0.00   0.00   0.00   0.00 405990.91
346.83 1650000.00   0.00   0.00   0.00   0.00 393826.29
346.93 1650000.00   0.00   0.00   0.00   0.00 381641.07
347.03 1650000.00   0.00   0.00   0.00   0.00 369435.75
347.13 1650000.00   0.00   0.00   0.00   0.00 357210.80
347.23 1650000.00   0.00   0.00   0.00   0.00 344966.70
347.33 1650000.00   0.00   0.00   0.00   0.00 332703.92
347.43 1650000.00   0.00   0.00   0.00   0.00 320422.96
347.53 1650000.00   0.00   0.00   0.00   0.00 308124.29
347.63 1650000.00   0.00   0.00   0.00   0.00 295808.39
347.73 1650000.00   0.00   0.00   0.00   0.00 283475.75
347.83 1650000.00   0.00   0.00   0.00   0.00 271126.86
347.93 1650000.00   0.00   0.00   0.00   0.00 258762.20
348.03 1650000.00   0.00   0.00   0.00   0.00 246382.26
348.13 1650000.00   0.00   0.00   0.00   0.00 233987.52
348.23 1650000.00   0.00   0.00   0.00   0.00 221578.47
348.33 1650000.00   0.00   0.00   0.00   0.00 209155.60
348.43 1650000.00   0.00   0.00   0.00   0.00 196719.41
348.53 1650000.00   0.00   0.00   0.00   0.00 184270.37
348.63 1650000.00   0.00   0.00   0.00   0.00 171808.99
348.73 1650000.00   0.00   0.00   0.00   0.00 159335.75
348.83 1650000.00   0.00   0.00   0.00   0.00 146851.15
348.93 1650000.00   0.00   0.00   0.00   0.00 134355.67
349.03 1650000.00   0.00   0.00   0.00   0.00 121849.82
349.13 1650000.00   0.00   0.00   0.00   0.00 109334.09
349.23 1650000.00   0.00   0.00   0.00   0.00 96808.97
349.33 1650000.00   0.00   0.00   0.00   0.00 84274.96
349.43 1650000.00   0.00   0.00   0.00   0.00 71732.55
349.53 1650000.00   0.00   0.00   0.00   0.00 59182.24
349.63 1650000.00   0.00   0.00   0.00   0.00 46624.53
349.73 1650000.00   0.00   0.00   0.00   0.00 34059.91
349.83 1650000.00   0.00   0.00   0.00   0.00 21488.89
349.93 1650000.00   0.00   0.00   0.00   0.00 8911.96
350.03 1650000.00   0.00   0.00   0.00   0.00 -3670.38
350.13 1650000.00   0.00   0.00   0.00   0.00 -16257.63
350.23 1650000.00   0.00   0.00   0.00   0.00 -28849.29
350.33 1650000.00   0.00   0.00   0.00   0.00 -41444.86
350.43 1650000.00   0.00   0.00   0.00   0.00 -54043.84
350.53 1650000.00   0.00   0.00   0.00   0.00 -66645.73
350.63 1650000.00   0.00   0.00   0.00   0.00 -79250.02
350.73 1650000.00   0.00   0.00   0.00   0.00 -91856.23
350.83 1650000.00   0.00   0.00   0.00   0.00 -104463.83
350.93 1650000.00   0.00   0.00   0.00   0.00 -117072.34
351.03 1650000.00   0.00   0.00   0.00   0.00 -129681.25
351.13 1650000.00   0.00   0.00   0.00   0.00 -142290.06
351.23 1650000.00   0.00   0.00   0.00   0.00 -154898.26
351.33 1650000.00   0.00   0.00   0.00   0.00 -167505.36
351.43 1650000.00   0.00   0.00   0.00   0.00 -180110.85
351.53 1650000.00   0.00   0.00   0.00   0.00 -192714.22
351.63 1650000.00   0.00   0.00   0.00   0.00 -205314.98
351.73 1650000.00   0.00   0.00   0.00   0.00 -217912.61
351.83 1650000.00   0.00   0.00   0.00   0.00 -230506.63
351.93 1650000.00   0.00   0.00   0.00   0.00 -243096.51
352.03 1650000.00   0.00   0.00   0.00   0.00 -255681.77
352.13 1650000.00   0.00   0.00   0.00   0.00 -268261.89
352.23 1650000.00   0.00   0.00   0.00   0.00 -280836.38
352.33 1650000.00   0.00   0.00   0.00   0.00 -293404.73
352.43 1650000.00   0.00   0.00   0.00   0.00 -305966.43
352.53 1650000.00   0.00   0.00   0.00   0.00 -318520.99
352.63 1650000.00   0.00   0.00   0.00   0.00 -331067.90
352.73 1650000.00   0.00   0.00   0.00   0.00 -343606.65
352.83 1650000.00   0.00   0.00   0.00   0.00 -356136.75
352.93 1650000.00   0.00   0.00   0.00   0.00 -368657.69
353.03 1650000.00   0.00   0.00   0.00   0.00 -381168.97
353.13 1650000.00   0.00   0.00   0.00   0.00 -393670.08
353.23 1650000.00   0.00   0.00   0.00   0.00 -406160.53
353.33 1650000.00   0.00   0.00   0.00   0.00 -418639.81
353.43 1650000.00   0.00   0.00   0.00   0.00 -431107.43
353.53 1650000.00   0.00   0.00   0.00   0.00 -443562.87
353.63 1650000.00   0.00   0.00   0.00   0.00 -456005.63
353.73 1650000.00   0.00   0.00   0.00   0.00 -468435.23
353.83 1650000.00   0.00   0.00   0.00   0.00 -480851.15
353.93 1650000.00   0.00   0.00   0.00   0.00 -493252.90
354.03 1650000.00   0.00   0.00   0.00   0.00 -505639.98
354.13 1650000.00   0.00   0.00   0.00   0.00 -518011.88
354.23 1650000.00   0.00   0.00   0.00   0.00 -530368.11
354.33 1650000.00   0.00   0.00   0.00   0.00 -542708.17
354.43 1650000.00   0.00   0.00   0.00   0.00 -555031.56
354.53 1650000.00   0.00   0.00   0.00   0.00 -567337.78
354.63 1650000.00   0.00   0.00   0.00   0.00 -579626.35
354.73 1650000.00   0.00   0.00   0.00   0.00 -591896.75
354.83 1650000.00   0.00   0.00   0.00   0.00 -604148.49
354.93 1650000.00   0.00   0.00   0.00   0.00 -616381.09
355.03 1650000.00   0.00   0.00   0.00   0.00 -628594.04
355.13 1650000.00   0.00   0.00   0.00   0.00 -640786.85
355.23 1650000.00   0.00   0.00   0.00   0.00 -652959.02
355.33 1650000.00   0.00   0.00   0.00   0.00 -665110.07
355.43 1650000.00   0.00   0.00   0.00   0.00 -677239.49
355.53 1650000.00   0.00   0.00   0.00   0.00 -689346.81
355.63 1650000.00   0.00   0.00   0.00   0.00 -701431.52
355.73 1650000.00   0.00   0.00   0.00   0.00 -713493.14
355.83 1650000.00   0.00   0.00   0.00   0.00 -725531.17
355.93 1650000.00   0.00   0.00   0.00   0.00 -737545.14
