# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
189.12 1650000.00   0.00   0.00   0.00   0.00 -303090.02
189.22 1650000.00   0.00   0.00   0.00   0.00 -300893.29
189.32 1650000.00   0.00   0.00   0.00   0.00 -298682.38
189.42 1650000.00   0.00   0.00   0.00   0.00 -296457.37
189.52 1650000.00   0.00   0.00   0.00   0.00 -294218.34
189.62 1650000.00   0.00   0.00   0.00   0.00 -291965.36
189.72 1650000.00   0.00   0.00   0.00   0.00 -289698.50
189.82 1650000.00   0.00   0.00   0.00   0.00 -287417.86
189.92 1650000.00   0.00   0.00   0.00   0.00 -285123.51
190.02 1650000.00   0.00   0.00   0.00   0.00 -282815.52
190.12 1650000.00   0.00   0.00   0.00   0.00 -280493.99
190.22 1650000.00   0.00   0.00   0.00   0.00 -278158.99
190.32 1650000.00   0.00   0.00   0.00   0.00 -275810.60
190.42 1650000.00   0.00   0.00   0.00   0.00 -273448.91
190.52 1650000.00   0.00   0.00   0.00   0.00 -271073.99
190.62 1650000.00   0.00   0.00   0.00   0.00 -268685.94
190.72 1650000.00   0.00   0.00   0.00   0.00 -266284.84
190.82 1650000.00   0.00   0.00   0.00   0.00 -263870.77
190.92 1650000.00   0.00   0.00   0.00   0.00 -261443.82
191.02 1650000.00   0.00   0.00   0.00   0.00 -259004.08
191.12 1650000.00   0.00   0.00   0.00   0.00 -256551.63
191.22 1650000.00   0.00   0.00   0.00   0.00 -254086.55
191.32 1650000.00   0.00   0.00   0.00   0.00 -251608.95
191.42 1650000.00   0.00   0.00   0.00   0.00 -249118.90
191.52 1650000.00   0.00   0.00   0.00   0.00 -246616.50
191.62 1650000.00   0.00   0.00   0.00   0.00 -244101.84
191.72 1650000.00   0.00   0.00   0.00   0.00 -241575.00
191.82 1650000.00   0.00   0.00   0.00   0.00 -239036.08
191.92 1650000.00   0.00   0.00   0.00   0.00 -236485.18
192.02 1650000.00   0.00   0.00   0.00   0.00 -233922.37
192.12 1650000.00   0.00   0.00   0.00   0.00 -231347.76
192.22 1650000.00   0.00   0.00   0.00   0.00 -228761.43
192.32 1650000.00   0.00   0.00   0.00   0.00 -226163.49
192.42 1650000.00   0.00   0.00   0.00   0.00 -223554.03
192.52 1650000.00   0.00   0.00   0.00   0.00 -220933.14
192.62 1650000.00   0.00   0.00   0.00   0.00 -218300.92
192.72 1650000.00   0.00   0.00   0.00   0.00 -215657.46
192.82 1650000.00   0.00   0.00   0.00   0.00 -213002.86
192.92 1650000.00   0.00   0.00   0.00   0.00 -210337.22
193.02 1650000.00   0.00   0.00   0.00   0.00 -207660.64
193.12 1650000.00   0.00   0.00   0.00   0.00 -204973.21
193.22 1650000.00   0.00   0.00   0.00   0.00 -202275.03
193.32 1650000.00   0.00   0.00   0.00   0.00 -199566.21
193.42 1650000.00   0.00   0.00   0.00   0.00 -196846.84
193.52 1650000.00   0.00   0.00   0.00   0.00 -194117.03
193.62 1650000.00   0.00   0.00   0.00   0.00 -191376.87
193.72 1650000.00   0.00   0.00   0.00   0.00 -188626.47
193.82 1650000.00   0.00   0.00   0.00   0.00 -185865.92
193.92 1650000.00   0.00   0.00   0.00   0.00 -183095.34
194.02 1650000.00   0.00   0.00   0.00   0.00 -180314.82
194.12 1650000.00   0.00   0.00   0.00   0.00 -177524.47
194.22 1650000.00   0.00   0.00   0.00   0.00 -174724.39
194.32 1650000.00   0.00   0.00   0.00   0.00 -171914.69
194.42 1650000.00   0.00   0.00   0.00   0.00 -169095.47
194.52 1650000.00   0.00   0.00   0.00   0.00 -166266.83
194.62 1650000.00   0.00   0.00   0.00   0.00 -163428.89
194.72 1650000.00   0.00   0.00   0.00   0.00 -160581.75
194.82 1650000.00   0.00   0.00   0.00   0.00 -157725.52
194.92 1650000.00   0.00   0.00   0.00   0.00 -154860.30
195.02 1650000.00   0.00   0.00   0.00   0.00 -151986.21
195.12 1650000.00   0.00   0.00   0.00   0.00 -149103.34
195.22 1650000.00   0.00   0.00   0.00   0.00 -146211.82
195.32 1650000.00   0.00   0.00   0.00   0.00 -143311.74
195.42 1650000.00   0.00   0.00   0.00   0.00 -140403.22
195.52 1650000.00   0.00   0.00   0.00   0.00 -137486.37
195.62 1650000.00   0.00   0.00   0.00   0.00 -134561.30
195.72 1650000.00   0.00   0.00   0.00   0.00 -131628.13
195.82 1650000.00   0.00   0.00   0.00   0.00 -128686.95
195.92 1650000.00   0.00   0.00   0.00   0.00 -125737.89
196.02 1650000.00   0.00   0.00   0.00   0.00 -122781.05
196.12 1650000.00   0.00   0.00   0.00   0.00 -119816.56
196.22 1650000.00   0.00   0.00   0.00   0.00 -116844.52
196.32 1650000.00   0.00   0.00   0.00   0.00 -113865.04
196.42 1650000.00   0.00   0.00   0.00   0.00 -110878.24
196.52 1650000.00   0.00   0.00   0.00   0.00 -107884.24
196.62 1650000.00   0.00   0.00   0.00   0.00 -104883.15
196.72 1650000.00   0.00   0.00   0.00   0.00 -101875.09
196.82 1650000.00   0.00   0.00   0.00   0.00 -98860.16
196.92 1650000.00   0.00   0.00   0.00   0.00 -95838.49
197.02 1650000.00   0.00   0.00   0.00   0.00 -92810.20
197.12 1650000.00   0.00   0.00   0.00   0.00 -89775.39
197.22 1650000.00   0.00   0.00   0.00   0.00 -86734.19
197.32 1650000.00   0.00   0.00   0.00   0.00 -83686.71
197.42 1650000.00   0.00   0.00   0.00   0.00 -80633.08
197.52 1650000.00   0.00   0.00   0.00   0.00 -77573.41
197.62 1650000.00   0.00   0.00   0.00   0.00 -74507.81
197.72 1650000.00   0.00   0.00   0.00   0.00 -71436.42
197.82 1650000.00   0.00   0.00   0.00   0.00 -68359.34
197.92 1650000.00   0.00   0.00   0.00   0.00 -65276.70
198.02 1650000.00   0.00   0.00   0.00   0.00 -62188.61
198.12 1650000.00   0.00   0.00   0.00   0.00 -59095.20
198.22 1650000.00   0.00   0.00   0.00   0.00 -55996.59
198.32 1650000.00   0.00   0.00   0.00   0.00 -52892.90
198.42 1650000.00   0.00   0.00   0.00   0.00 -49784.25
198.52 1650000.00   0.00   0.00   0.00   0.00 -46670.75
198.62 1650000.00   0.00   0.00   0.00   0.00 -43552.54
198.72 1650000.00   0.00   0.00   0.00   0.00 -40429.74
198.82 1650000.00   0.00   0.00   0.00   0.00 -37302.46
198.92 1650000.00   0.00   0.00   0.00   0.00 -34170.84
199.02 1650000.00   0.00   0.00   0.00   0.00 -31034.99
199.12 1650000.00   0.00   0.00   0.00   0.00 -27895.03
199.22 1650000.00   0.00   0.00   0.00   0.00 -24751.09
199.32 1650000.00   0.00   0.00   0.00   0.00 -21603.30
199.42 1650000.00   0.00   0.00   0.00   0.00 -18451.78
199.52 1650000.00   0.00   0.00   0.00   0.00 -15296.65
199.62 1650000.00   0.00   0.00   0.00   0.00 -12138.03
199.72 1650000.00   0.00   0.00   0.00   0.00 -8976.06
199.82 1650000.00   0.00   0.00   0.00   0.00 -5810.86
199.92 1650000.00   0.00   0.00   0.00   0.00 -2642.54
200.02 1650000.00   0.00   0.00   0.00   0.00 528.75
200.12 1650000.00   0.00   0.00   0.00   0.00 3702.90
200.22 1650000.00   0.00   0.00   0.00   0.00 6879.78
200.32 1650000.00   0.00   0.00   0.00   0.00 10059.27
200.42 1650000.00   0.00   0.00   0.00   0.00 13241.23
200.52 1650000.00   0.00   0.00   0.00   0.00 16425.54
200.62 1650000.00   0.00   0.00   0.00   0.00 19612.08
200.72 1650000.00   0.00   0.00   0.00   0.00 22800.71
200.82 1650000.00   0.00   0.00   0.00   0.00 25991.31
200.92 1650000.00   0.00   0.00   0.00   0.00 29183.75
201.02 1650000.00   0.00   0.00   0.00   0.00 32377.91
201.12 1650000.00   0.00   0.00   0.00   0.00 35573.66
201.22 1650000.00   0.00   0.00   0.00   0.00 38770.86
201.32 1650000.00   0.00   0.00   0.00   0.00 41969.39
201.42 1650000.00   0.00   0.00   0.00   0.00 45169.12
201.52 1650000.00   0.00   0.00   0.00   0.00 48369.93
201.62 1650000.00   0.00   0.00   0.00   0.00 51571.68
201.72 1650000.00   0.00   0.00   0.00   0.00 54774.24
201.82 1650000.00   0.00   0.00   0.00   0.00 57977.50
201.92 1650000.00   0.00   0.00   0.00   0.00 61181.31
202.02 1650000.00   0.00   0.00   0.00   0.00 64385.54
202.12 1650000.00   0.00   0.00   0.00   0.00 67590.08
202.22 1650000.00   0.00   0.00   0.00   0.00 70794.78
202.32 1650000.00   0.00   0.00   0.00   0.00 73999.53
202.42 1650000.00   0.00   0.00   0.00   0.00 77204.18
202.52 1650000.00   0.00   0.00   0.00   0.00 80408.62
202.62 1650000.00   0.00   0.00   0.00   0.00 83612.70
202.72 1650000.00   0.00   0.00   0.00   0.00 86816.30
202.82 1650000.00   0.00   0.00   0.00   0.00 90019.30
202.92 1650000.00   0.00   0.00   0.00   0.00 93221.55
203.02 1650000.00   0.00   0.00   0.00   0.00 96422.93
203.12 1650000.00   0.00   0.00   0.00   0.00 99623.31
203.22 1650000.00   0.00   0.00   0.00   0.00 102822.56
203.32 1650000.00   0.00   0.00   0.00   0.00 106020.55
203.42 1650000.00   0.00   0.00   0.00   0.00 109217.14
203.52 1650000.00   0.00   0.00   0.00   0.00 112412.21
203.62 1650000.00   0.00   0.00   0.00   0.00 115605.63
203.72 1650000.00   0.00   0.00   0.00   0.00 118797.26
203.82 1650000.00   0.00   0.00   0.00   0.00 121986.98
203.92 1650000.00   0.00   0.00   0.00   0.00 125174.65
204.02 1650000.00   0.00   0.00   0.00   0.00 128360.14
204.12 1650000.00   0.00   0.00   0.00   0.00 131543.32
204.22 1650000.00   0.00   0.00   0.00   0.00 134724.07
204.32 1650000.00   0.00   0.00   0.00   0.00 137902.24
204.42 1650000.00   0.00   0.00   0.00   0.00 141077.71
204.52 1650000.00   0.00   0.00   0.00   0.00 144250.36
204.62 1650000.00   0.00   0.00   0.00   0.00 147420.04
204.72 1650000.00   0.00   0.00   0.00   0.00 150586.62
204.82 1650000.00   0.00   0.00   0.00   0.00 153749.98
204.92 1650000.00   0.00   0.00   0.00   0.00 156909.99
205.02 1650000.00   0.00   0.00   0.00   0.00 160066.51
205.12 1650000.00   0.00   0.00   0.00   0.00 163219.41
205.22 1650000.00   0.00   0.00   0.00   0.00 166368.57
205.32 1650000.00   0.00   0.00   0.00   0.00 169513.84
205.42 1650000.00   0.00   0.00   0.00   0.00 172655.11
205.52 1650000.00   0.00   0.00   0.00   0.00 175792.24
205.62 1650000.00   0.00   0.00   0.00   0.00 178925.10
205.72 1650000.00   0.00   0.00   0.00   0.00 182053.56
205.82 1650000.00   0.00   0.00   0.00   0.00 185177.49
205.92 1650000.00   0.00   0.00   0.00   0.00 188296.75
206.02 1650000.00   0.00   0.00   0.00   0.00 191411.23
206.12 1650000.00   0.00   0.00   0.00   0.00 194520.78
206.22 1650000.00   0.00   0.00   0.00   0.00 197625.28
206.32 1650000.00   0.00   0.00   0.00   0.00 200724.60
206.42 1650000.00   0.00   0.00   0.00   0.00 203818.61
206.52 1650000.00   0.00   0.00   0.00   0.00 206907.17
206.62 1650000.00   0.00   0.00   0.00   0.00 209990.17
206.72 1650000.00   0.00   0.00   0.00   0.00 213067.46
206.82 1650000.00   0.00   0.00   0.00   0.00 216138.93
206.92 1650000.00   0.00   0.00   0.00   0.00 219204.43
207.02 1650000.00   0.00   0.00   0.00   0.00 222263.85
207.12 1650000.00   0.00   0.00   0.00   0.00 225317.05
207.22 1650000.00   0.00   0.00   0.00   0.00 228363.90
207.32 1650000.00   0.00   0.00   0.00   0.00 231404.28
207.42 1650000.00   0.00   0.00   0.00   0.00 234438.05
207.52 1650000.00   0.00   0.00   0.00   0.00 237465.10
207.62 1650000.00   0.00   0.00   0.00   0.00 240485.28
207.72 1650000.00   0.00   0.00   0.00   0.00 243498.47
207.82 1650000.00   0.00   0.00   0.00   0.00 246504.55
207.92 1650000.00   0.00   0.00   0.00   0.00 249503.39
208.02 1650000.00   0.00   0.00   0.00   0.00 252494.85
208.12 1650000.00   0.00   0.00   0.00   0.00 255478.82
208.22 1650000.00   0.00   0.00   0.00   0.00 258455.16
208.32 1650000.00   0.00   0.00   0.00   0.00 261423.75
208.42 1650000.00   0.00   0.00   0.00   0.00 264384.45
208.52 1650000.00   0.00   0.00   0.00   0.00 267337.16
208.62 1650000.00   0.00   0.00   0.00   0.00 270281.73
208.72 1650000.00   0.00   0.00   0.00   0.00 273218.04
208.82 1650000.00   0.00   0.00   0.00   0.00 276145.97
208.92 1650000.00   0.00   0.00   0.00   0.00 279065.39
209.02 1650000.00   0.00   0.00   0.00   0.00 281976.18
209.12 1650000.00   0.00   0.00   0.00   0.00 284878.21
209.22 1650000.00   0.00   0.00   0.00   0.00 287771.35
209.32 1650000.00   0.00   0.00   0.00   0.00 290655.48
209.42 1650000.00   0.00   0.00   0.00   0.00 293530.49
209.52 1650000.00   0.00   0.00   0.00   0.00 296396.23
209.62 1650000.00   0.00   0.00   0.00   0.00 299252.59
209.72 1650000.00   0.00   0.00   0.00   0.00 302099.45
209.82 1650000.00   0.00   0.00   0.00   0.00 304936.69
209.92 1650000.00   0.00   0.00   0.00   0.00 307764.17
210.02 1650000.00   0.00   0.00   0.00   0.00 310581.78
210.12 1650000.00   0.00   0.00   0.00   0.00 313389.40
210.22 1650000.00   0.00   0.00   0.00   0.00 316186.89
210.32 1650000.00   0.00   0.00   0.00   0.00 318974.15
210.42 1650000.00   0.00   0.00   0.00   0.00 321751.06
210.52 1650000.00   0.00   0.00   0.00   0.00 324517.47
210.62 1650000.00   0.00   0.00   0.00   0.00 327273.29
210.72 1650000.00   0.00   0.00   0.00   0.00 330018.39
210.82 1650000.00   0.00   0.00   0.00   0.00 332752.65
210.92 1650000.00   0.00   0.00   0.00   0.00 335475.94
211.02 1650000.00   0.00   0.00   0.00   0.00 338188.15
211.12 1650000.00   0.00   0.00   0.00   0.00 340889.17
211.22 1650000.00   0.00   0.00   0.00   0.00 343578.86
211.32 1650000.00   0.00   0.00   0.00   0.00 346257.12
211.42 1650000.00   0.00   0.00   0.00   0.00 348923.83
211.52 1650000.00   0.00   0.00   0.00   0.00 351578.86
211.62 1650000.00   0.00   0.00   0.00   0.00 354222.11
211.72 1650000.00   0.00   0.00   0.00   0.00 356853.45
211.82 1650000.00   0.00   0.00   0.00   0.00 359472.76
211.92 1650000.00   0.00   0.00   0.00   0.00 362079.94
212.02 1650000.00   0.00   0.00   0.00   0.00 364674.87
212.12 1650000.00   0.00   0.00   0.00   0.00 367257.43
212.22 1650000.00   0.00   0.00   0.00   0.00 369827.51
212.32 1650000.00   0.00   0.00   0.00   0.00 372384.99
212.42 1650000.00   0.00   0.00   0.00   0.00 374929.76
212.52 1650000.00   0.00   0.00   0.00   0.00 377461.70
212.62 1650000.00   0.00   0.00   0.00   0.00 379980.71
212.72 1650000.00   0.00   0.00   0.00   0.00 382486.67
212.82 1650000.00   0.00   0.00   0.00   0.00 384979.46
212.92 1650000.00   0.00   0.00   0.00   0.00 387458.98
213.02 1650000.00   0.00   0.00   0.00   0.00 389925.12
213.12 1650000.00   0.00   0.00   0.00   0.00 392377.76
213.22 1650000.00   0.00   0.00   0.00   0.00 394816.80
213.32 1650000.00   0.00   0.00   0.00   0.00 397242.12
213.42 1650000.00   0.00   0.00   0.00   0.00 399653.61
213.52 1650000.00   0.00   0.00   0.00   0.00 402051.17
213.62 1650000.00   0.00   0.00   0.00   0.00 404434.69
213.72 1650000.00   0.00   0.00   0.00   0.00 406804.06
213.82 1650000.00   0.00   0.00   0.00   0.00 409159.17
213.92 1650000.00   0.00   0.00   0.00   0.00 411499.92
214.02 1650000.00   0.00   0.00   0.00   0.00 413826.20
214.12 1650000.00   0.00   0.00   0.00   0.00 416137.89
214.22 1650000.00   0.00   0.00   0.00   0.00 418434.91
214.32 1650000.00   0.00   0.00   0.00   0.00 420717.14
214.42 1650000.00   0.00   0.00   0.00   0.00 422984.48
214.52 1650000.00   0.00   0.00   0.00   0.00 425236.82
214.62 1650000.00   0.00   0.00   0.00   0.00 427474.06
214.72 1650000.00   0.00   0.00   0.00   0.00 429696.11
214.82 1650000.00   0.00   0.00   0.00   0.00 431902.85
214.92 1650000.00   0.00   0.00   0.00   0.00 434094.18
215.02 1650000.00   0.00   0.00   0.00   0.00 436270.01
215.12 1650000.00   0.00   0.00   0.00   0.00 438430.23
215.22 1650000.00   0.00   0.00   0.00   0.00 440574.74
215.32 1650000.00   0.00   0.00   0.00   0.00 442703.45
215.42 1650000.00   0.00   0.00   0.00   0.00 444816.25
215.52 1650000.00   0.00   0.00   0.00   0.00 446913.04
215.62 1650000.00   0.00   0.00   0.00   0.00 448993.74
215.72 1650000.00   0.00   0.00   0.00   0.00 451058.23
215.82 1650000.00   0.00   0.00   0.00   0.00 453106.43
215.92 1650000.00   0.00   0.00   0.00   0.00 455138.24
216.02 1650000.00   0.00   0.00   0.00   0.00 457153.57
216.12 1650000.00   0.00   0.00   0.00   0.00 459152.31
216.22 1650000.00   0.00   0.00   0.00   0.00 461134.37
216.32 1650000.00   0.00   0.00   0.00   0.00 463099.67
216.42 1650000.00   0.00   0.00   0.00   0.00 465048.10
216.52 1650000.00   0.00   0.00   0.00   0.00 466979.58
216.62 1650000.00   0.00   0.00   0.00   0.00 468894.01
216.72 1650000.00   0.00   0.00   0.00   0.00 470791.30
216.82 1650000.00   0.00   0.00   0.00   0.00 472671.37
216.92 1650000.00   0.00   0.00   0.00   0.00 474534.11
217.02 1650000.00   0.00   0.00   0.00   0.00 476379.45
217.12 1650000.00   0.00   0.00   0.00   0.00 478207.29
217.22 1650000.00   0.00   0.00   0.00   0.00 480017.55
217.32 1650000.00   0.00   0.00   0.00   0.00 481810.14
217.42 1650000.00   0.00   0.00   0.00   0.00 483584.97
217.52 1650000.00   0.00   0.00   0.00   0.00 485341.95
217.62 1650000.00   0.00   0.00   0.00   0.00 487081.01
217.72 1650000.00   0.00   0.00   0.00   0.00 488802.05
217.82 1650000.00   0.00   0.00   0.00   0.00 490504.99
217.92 1650000.00   0.00   0.00   0.00   0.00 492189.75
218.02 1650000.00   0.00   0.00   0.00   0.00 493856.25
218.12 1650000.00   0.00   0.00   0.00   0.00 495504.40
218.22 1650000.00   0.00   0.00   0.00   0.00 497134.12
218.32 1650000.00   0.00   0.00   0.00   0.00 498745.33
218.42 1650000.00   0.00   0.00   0.00   0.00 500337.96
218.52 1650000.00   0.00   0.00   0.00   0.00 501911.92
218.62 1650000.00   0.00   0.00   0.00   0.00 503467.13
218.72 1650000.00   0.00   0.00   0.00   0.00 505003.52
218.82 1650000.00   0.00   0.00   0.00   0.00 506521.01
218.92 1650000.00   0.00   0.00   0.00   0.00 508019.52
219.02 1650000.00   0.00   0.00   0.00   0.00 509498.97
219.12 1650000.00   0.00   0.00   0.00   0.00 510959.30
219.22 1650000.00   0.00   0.00   0.00   0.00 512400.43
219.32 1650000.00   0.00   0.00   0.00   0.00 513822.28
219.42 1650000.00   0.00   0.00   0.00   0.00 515224.78
219.52 1650000.00   0.00   0.00   0.00   0.00 516607.87
219.62 1650000.00   0.00   0.00   0.00   0.00 517971.46
219.72 1650000.00   0.00   0.00   0.00   0.00 519315.48
219.82 1650000.00   0.00   0.00   0.00   0.00 520639.88
219.92 1650000.00   0.00   0.00   0.00   0.00 521944.57
220.02 1650000.00   0.00   0.00   0.00   0.00 523229.49
220.12 1650000.00   0.00   0.00   0.00   0.00 524494.58
220.22 1650000.00   0.00   0.00   0.00   0.00 525739.76
220.32 1650000.00   0.00   0.00   0.00   0.00 526964.97
220.42 1650000.00   0.00   0.00   0.00   0.00 528170.15
220.52 1650000.00   0.00   0.00   0.00   0.00 529355.22
220.62 1650000.00   0.00   0.00   0.00   0.00 530520.13
220.72 1650000.00   0.00   0.00   0.00   0.00 531664.81
220.82 1650000.00   0.00   0.00   0.00   0.00 532789.20
220.92 1650000.00   0.00   0.00   0.00   0.00 533893.25
221.02 1650000.00   0.00   0.00   0.00   0.00 534976.88
221.12 1650000.00   0.00   0.00   0.00   0.00 536040.04
221.22 1650000.00   0.00   0.00   0.00   0.00 537082.66
221.32 1650000.00   0.00   0.00   0.00   0.00 538104.70
221.42 1650000.00   0.00   0.00   0.00   0.00 539106.10
221.52 1650000.00   0.00   0.00   0.00   0.00 540086.78
221.62 1650000.00   0.00   0.00   0.00   0.00 541046.71
221.72 1650000.00   0.00   0.00   0.00   0.00 541985.83
221.82 1650000.00   0.00   0.00   0.00   0.00 542904.08
221.92 1650000.00   0.00   0.00   0.00   0.00 543801.40
222.02 1650000.00   0.00   0.00   0.00   0.00 544677.75
222.12 1650000.00   0.00   0.00   0.00   0.00 545533.07
222.22 1650000.00   0.00   0.00   0.00   0.00 546367.32
222.32 1650000.00   0.00   0.00   0.00   0.00 547180.44
222.42 1650000.00   0.00   0.00   0.00   0.00 547972.38
222.52 1650000.00   0.00   0.00   0.00   0.00 548743.09
222.62 1650000.00   0.00   0.00   0.00   0.00 549492.53
222.72 1650000.00   0.00   0.00   0.00   0.00 550220.65
222.82 1650000.00   0.00   0.00   0.00   0.00 550927.40
222.92 1650000.00   0.00   0.00   0.00   0.00 551612.74
223.02 1650000.00   0.00   0.00   0.00   0.00 552276.62
223.12 1650000.00   0.00   0.00   0.00   0.00 552919.01
223.22 1650000.00   0.00   0.00   0.00   0.00 553539.85
223.32 1650000.00   0.00   0.00   0.00   0.00 554139.10
223.42 1650000.00   0.00   0.00   0.00   0.00 554716.73
223.52 1650000.00   0.00   0.00   0.00   0.00 555272.69
223.62 1650000.00   0.00   0.00   0.00   0.00 555806.95
223.72 1650000.00   0.00   0.00   0.00   0.00 556319.46
223.82 1650000.00   0.00   0.00   0.00   0.00 556810.20
223.92 1650000.00   0.00   0.00   0.00   0.00 557279.11
224.02 1650000.00   0.00   0.00   0.00   0.00 557726.17
224.12 1650000.00   0.00   0.00   0.00   0.00 558151.34
224.22 1650000.00   0.00   0.00   0.00   0.00 558554.58
224.32 1650000.00   0.00   0.00   0.00   0.00 558935.87
224.42 1650000.00   0.00   0.00   0.00   0.00 559295.17
224.52 1650000.00   0.00   0.00   0.00   0.00 559632.45
224.62 1650000.00   0.00   0.00   0.00   0.00 559947.67
224.72 1650000.00   0.00   0.00   0.00   0.00 560240.82
224.82 1650000.00   0.00   0.00   0.00   0.00 560511.85
224.92 1650000.00   0.00   0.00   0.00   0.00 560760.75
225.02 1650000.00   0.00   0.00   0.00   0.00 560987.48
225.12 1650000.00   0.00   0.00   0.00   0.00 561192.01
225.22 1650000.00   0.00   0.00   0.00   0.00 561374.33
225.32 1650000.00   0.00   0.00   0.00   0.00 561534.41
225.42 1650000.00   0.00   0.00   0.00   0.00 561672.22
225.52 1650000.00   0.00   0.00   0.00   0.00 561787.74
225.62 1650000.00   0.00   0.00   0.00   0.00 561880.95
225.72 1650000.00   0.00   0.00   0.00   0.00 561951.84
225.82 1650000.00   0.00   0.00   0.00   0.00 562000.36
225.92 1650000.00   0.00   0.00   0.00   0.00 562026.52
226.02 1650000.00   0.00   0.00   0.00   0.00 562030.29
226.12 1650000.00   0.00   0.00   0.00   0.00 562011.65
226.22 1650000.00   0.00   0.00   0.00   0.00 561970.59
226.32 1650000.00   0.00   0.00   0.00   0.00 561907.09
226.42 1650000.00   0.00   0.00   0.00   0.00 561821.14
226.52 1650000.00   0.00   0.00   0.00   0.00 561712.72
226.62 1650000.00   0.00   0.00   0.00   0.00 561581.82
226.72 1650000.00   0.00   0.00   0.00   0.00 561428.42
226.82 1650000.00   0.00   0.00   0.00   0.00 561252.53
226.92 1650000.00   0.00   0.00   0.00   0.00 561054.12
227.02 1650000.00   0.00   0.00   0.00   0.00 560833.18
227.12 1650000.00   0.00   0.00   0.00   0.00 560589.72
227.22 1650000.00   0.00   0.00   0.00   0.00 560323.72
227.32 1650000.00   0.00   0.00   0.00   0.00 560035.17
227.42 1650000.00   0.00   0.00   0.00   0.00 559724.07
227.52 1650000.00   0.00   0.00   0.00   0.00 559390.42
227.62 1650000.00   0.00   0.00   0.00   0.00 559034.21
227.72 1650000.00   0.00   0.00   0.00   0.00 558655.43
227.82 1650000.00   0.00   0.00   0.00   0.00 558254.09
227.92 1650000.00   0.00   0.00   0.00   0.00 557830.19
228.02 1650000.00   0.00   0.00   0.00   0.00 557383.72
228.12 1650000.00   0.00   0.00   0.00   0.00 556914.69
228.22 1650000.00   0.00   0.00   0.00   0.00 556423.09
228.32 1650000.00   0.00   0.00   0.00   0.00 555908.93
228.42 1650000.00   0.00   0.00   0.00   0.00 555372.22
228.52 1650000.00   0.00   0.00   0.00   0.00 554812.96
228.62 1650000.00   0.00   0.00   0.00   0.00 554231.14
228.72 1650000.00   0.00   0.00   0.00   0.00 553626.79
228.82 1650000.00   0.00   0.00   0.00   0.00 552999.90
228.92 1650000.00   0.00   0.00   0.00   0.00 552350.49
229.02 1650000.00   0.00   0.00   0.00   0.00 551678.57
229.12 1650000.00   0.00   0.00   0.00   0.00 550984.13
229.22 1650000.00   0.00   0.00   0.00   0.00 550267.20
229.32 1650000.00   0.00   0.00   0.00   0.00 549527.79
229.42 1650000.00   0.00   0.00   0.00   0.00 548765.91
229.52 1650000.00   0.00   0.00   0.00   0.00 547981.57
229.62 1650000.00   0.00   0.00   0.00   0.00 547174.79
229.72 1650000.00   0.00   0.00   0.00   0.00 546345.58
229.82 1650000.00   0.00   0.00   0.00   0.00 545493.96
229.92 1650000.00   0.00   0.00   0.00   0.00 544619.95
230.02 1650000.00   0.00   0.00   0.00   0.00 543723.57
230.12 1650000.00   0.00   0.00   0.00   0.00 542804.83
230.22 1650000.00   0.00   0.00   0.00   0.00 541863.75
230.32 1650000.00   0.00   0.00   0.00   0.00 540900.36
230.42 1650000.00   0.00   0.00   0.00   0.00 539914.68
230.52 1650000.00   0.00   0.00   0.00   0.00 538906.73
230.62 1650000.00   0.00   0.00   0.00   0.00 537876.53
230.72 1650000.00   0.00   0.00   0.00   0.00 536824.11
230.82 1650000.00   0.00   0.00   0.00   0.00 535749.50
230.92 1650000.00   0.00   0.00   0.00   0.00 534652.72
231.02 1650000.00   0.00   0.00   0.00   0.00 533533.80
231.12 1650000.00   0.00   0.00   0.00   0.00 532392.77
231.22 1650000.00   0.00   0.00   0.00   0.00 531229.65
231.32 1650000.00   0.00   0.00   0.00   0.00 530044.48
231.42 1650000.00   0.00   0.00   0.00   0.00 528837.29
231.52 1650000.00   0.00   0.00   0.00   0.00 527608.12
231.62 1650000.00   0.00   0.00   0.00   0.00 526356.98
231.72 1650000.00   0.00   0.00   0.00   0.00 525083.92
231.82 1650000.00   0.00   0.00   0.00   0.00 523788.98
231.92 1650000.00   0.00   0.00   0.00   0.00 522472.18
232.02 1650000.00   0.00   0.00   0.00   0.00 521133.57
232.12 1650000.00   0.00   0.00   0.00   0.00 519773.19
232.22 1650000.00   0.00   0.00   0.00   0.00 518391.06
232.32 1650000.00   0.00   0.00   0.00   0.00 516987.24
232.42 1650000.00   0.00   0.00   0.00   0.00 515561.75
232.52 1650000.00   0.00   0.00   0.00   0.00 514114.65
232.62 1650000.00   0.00   0.00   0.00   0.00 512645.97
232.72 1650000.00   0.00   0.00   0.00   0.00 511155.77
232.82 1650000.00   0.00   0.00   0.00   0.00 509644.07
232.92 1650000.00   0.00   0.00   0.00   0.00 508110.93
233.02 1650000.00   0.00   0.00   0.00   0.00 506556.39
233.12 1650000.00   0.00   0.00   0.00   0.00 504980.50
233.22 1650000.00   0.00   0.00   0.00   0.00 503383.31
233.32 1650000.00   0.00   0.00   0.00   0.00 501764.87
233.42 1650000.00   0.00   0.00   0.00   0.00 500125.22
233.52 1650000.00   0.00   0.00   0.00   0.00 498464.41
