# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
737.36 1650000.00   0.00   0.00   0.00   0.00 720084.95
737.46 1650000.00   0.00   0.00   0.00   0.00 715624.07
737.56 1650000.00   0.00   0.00   0.00   0.00 711134.92
737.66 1650000.00   0.00   0.00   0.00   0.00 706617.70
737.76 1650000.00   0.00   0.00   0.00   0.00 702072.58
737.86 1650000.00   0.00   0.00   0.00   0.00 697499.73
737.96 1650000.00   0.00   0.00   0.00   0.00 692899.35
738.06 1650000.00   0.00   0.00   0.00   0.00 688271.60
738.16 1650000.00   0.00   0.00   0.00   0.00 683616.68
738.26 1650000.00   0.00   0.00   0.00   0.00 678934.77
738.36 1650000.00   0.00   0.00   0.00   0.00 674226.05
738.46 1650000.00   0.00   0.00   0.00   0.00 669490.70
738.56 1650000.00   0.00   0.00   0.00   0.00 664728.93
738.66 1650000.00   0.00   0.00   0.00   0.00 659940.90
738.76 1650000.00   0.00   0.00   0.00   0.00 655126.82
738.86 1650000.00   0.00   0.00   0.00   0.00 650286.87
738.96 1650000.00   0.00   0.00   0.00   0.00 645421.25
739.06 1650000.00   0.00   0.00   0.00   0.00 640530.14
739.16 1650000.00   0.00   0.00   0.00   0.00 635613.73
739.26 1650000.00   0.00   0.00   0.00   0.00 630672.24
739.36 1650000.00   0.00   0.00   0.00   0.00 625705.84
739.46 1650000.00   0.00   0.00   0.00   0.00 620714.73
739.56 1650000.00   0.00   0.00   0.00   0.00 615699.11
739.66 1650000.00   0.00   0.00   0.00   0.00 610659.19
739.76 1650000.00   0.00   0.00   0.00   0.00 605595.15
739.86 1650000.00   0.00   0.00   0.00   0.00 600507.20
739.96 1650000.00   0.00   0.00   0.00   0.00 595395.54
740.06 1650000.00   0.00   0.00   0.00   0.00 590260.37
740.16 1650000.00   0.00   0.00   0.00   0.00 585101.89
740.26 1650000.00   0.00   0.00   0.00   0.00 579920.31
740.36 1650000.00   0.00   0.00   0.00   0.00 574715.84
740.46 1650000.00   0.00   0.00   0.00   0.00 569488.67
740.56 1650000.00   0.00   0.00   0.00   0.00 564239.01
740.66 1650000.00   0.00   0.00   0.00   0.00 558967.08
740.76 1650000.00   0.00   0.00   0.00   0.00 553673.07
740.86 1650000.00   0.00   0.00   0.00   0.00 548357.20
740.96 1650000.00   0.00   0.00   0.00   0.00 543019.69
741.06 1650000.00   0.00   0.00   0.00   0.00 537660.73
741.16 1650000.00   0.00   0.00   0.00   0.00 532280.54
741.26 1650000.00   0.00   0.00   0.00   0.00 526879.33
741.36 1650000.00   0.00   0.00   0.00   0.00 521457.32
741.46 1650000.00   0.00   0.00   0.00   0.00 516014.72
741.56 1650000.00   0.00   0.00   0.00   0.00 510551.74
741.66 1650000.00   0.00   0.00   0.00   0.00 505068.61
741.76 1650000.00   0.00   0.00   0.00   0.00 499565.53
741.86 1650000.00   0.00   0.00   0.00   0.00 494042.73
741.96 1650000.00   0.00   0.00   0.00   0.00 488500.42
742.06 1650000.00   0.00   0.00   0.00   0.00 482938.83
742.16 1650000.00   0.00   0.00   0.00   0.00 477358.16
742.26 1650000.00   0.00   0.00   0.00   0.00 471758.65
742.36 1650000.00   0.00   0.00   0.00   0.00 466140.51
742.46 1650000.00   0.00   0.00   0.00   0.00 460503.96
742.56 1650000.00   0.00   0.00   0.00   0.00 454849.23
742.66 1650000.00   0.00   0.00   0.00   0.00 449176.54
742.76 1650000.00   0.00   0.00   0.00   0.00 443486.11
742.86 1650000.00   0.00   0.00   0.00   0.00 437778.18
742.96 1650000.00   0.00   0.00   0.00   0.00 432052.95
743.06 1650000.00   0.00   0.00   0.00   0.00 426310.67
743.16 1650000.00   0.00   0.00   0.00   0.00 420551.56
743.26 1650000.00   0.00   0.00   0.00   0.00 414775.84
743.36 1650000.00   0.00   0.00   0.00   0.00 408983.74
743.46 1650000.00   0.00   0.00   0.00   0.00 403175.50
743.56 1650000.00   0.00   0.00   0.00   0.00 397351.33
743.66 1650000.00   0.00   0.00   0.00   0.00 391511.48
743.76 1650000.00   0.00   0.00   0.00   0.00 385656.16
743.86 1650000.00   0.00   0.00   0.00   0.00 379785.62
743.96 1650000.00   0.00   0.00   0.00   0.00 373900.08
744.06 1650000.00   0.00   0.00   0.00   0.00 367999.78
744.16 1650000.00   0.00   0.00   0.00   0.00 362084.95
744.26 1650000.00   0.00   0.00   0.00   0.00 356155.83
744.36 1650000.00   0.00   0.00   0.00   0.00 350212.64
744.46 1650000.00   0.00   0.00   0.00   0.00 344255.62
744.56 1650000.00   0.00   0.00   0.00   0.00 338285.01
744.66 1650000.00   0.00   0.00   0.00   0.00 332301.04
744.76 1650000.00   0.00   0.00   0.00   0.00 326303.95
744.86 1650000.00   0.00   0.00   0.00   0.00 320293.98
744.96 1650000.00   0.00   0.00   0.00   0.00 314271.36
745.06 1650000.00   0.00   0.00   0.00   0.00 308236.33
745.16 1650000.00   0.00   0.00   0.00   0.00 302189.13
745.26 1650000.00   0.00   0.00   0.00   0.00 296130.00
745.36 1650000.00   0.00   0.00   0.00   0.00 290059.17
745.46 1650000.00   0.00   0.00   0.00   0.00 283976.89
745.56 1650000.00   0.00   0.00   0.00   0.00 277883.40
745.66 1650000.00   0.00   0.00   0.00   0.00 271778.94
745.76 1650000.00   0.00   0.00   0.00   0.00 265663.75
745.86 1650000.00   0.00   0.00   0.00   0.00 259538.07
745.96 1650000.00   0.00   0.00   0.00   0.00 253402.14
746.06 1650000.00   0.00   0.00   0.00   0.00 247256.20
746.16 1650000.00   0.00   0.00   0.00   0.00 241100.50
746.26 1650000.00   0.00   0.00   0.00   0.00 234935.28
746.36 1650000.00   0.00   0.00   0.00   0.00 228760.78
746.46 1650000.00   0.00   0.00   0.00   0.00 222577.26
746.56 1650000.00   0.00   0.00   0.00   0.00 216384.94
746.66 1650000.00   0.00   0.00   0.00   0.00 210184.08
746.76 1650000.00   0.00   0.00   0.00   0.00 203974.92
746.86 1650000.00   0.00   0.00   0.00   0.00 197757.71
746.96 1650000.00   0.00   0.00   0.00   0.00 191532.69
747.06 1650000.00   0.00   0.00   0.00   0.00 185300.10
747.16 1650000.00   0.00   0.00   0.00   0.00 179060.20
747.26 1650000.00   0.00   0.00   0.00   0.00 172813.23
747.36 1650000.00   0.00   0.00   0.00   0.00 166559.43
747.46 1650000.00   0.00   0.00   0.00   0.00 160299.06
747.56 1650000.00   0.00   0.00   0.00   0.00 154032.36
747.66 1650000.00   0.00   0.00   0.00   0.00 147759.58
747.76 1650000.00   0.00   0.00   0.00   0.00 141480.96
747.86 1650000.00   0.00   0.00   0.00   0.00 135196.76
747.96 1650000.00   0.00   0.00   0.00   0.00 128907.22
748.06 1650000.00   0.00   0.00   0.00   0.00 122612.59
748.16 1650000.00   0.00   0.00   0.00   0.00 116313.11
748.26 1650000.00   0.00   0.00   0.00   0.00 110009.05
748.36 1650000.00   0.00   0.00   0.00   0.00 103700.64
748.46 1650000.00   0.00   0.00   0.00   0.00 97388.14
748.56 1650000.00   0.00   0.00   0.00   0.00 91071.79
748.66 1650000.00   0.00   0.00   0.00   0.00 84751.84
748.76 1650000.00   0.00   0.00   0.00   0.00 78428.55
748.86 1650000.00   0.00   0.00   0.00   0.00 72102.16
748.96 1650000.00   0.00   0.00   0.00   0.00 65772.93
749.06 1650000.00   0.00   0.00   0.00   0.00 59441.09
749.16 1650000.00   0.00   0.00   0.00   0.00 53106.92
749.26 1650000.00   0.00   0.00   0.00   0.00 46770.64
749.36 1650000.00   0.00   0.00   0.00   0.00 40432.52
749.46 1650000.00   0.00   0.00   0.00   0.00 34092.80
749.56 1650000.00   0.00   0.00   0.00   0.00 27751.73
749.66 1650000.00   0.00   0.00   0.00   0.00 21409.57
749.76 1650000.00   0.00   0.00   0.00   0.00 15066.56
749.86 1650000.00   0.00   0.00   0.00   0.00 8722.96
749.96 1650000.00   0.00   0.00   0.00   0.00 2379.02
750.06 1650000.00   0.00   0.00   0.00   0.00 -3965.02
750.16 1650000.00   0.00   0.00   0.00   0.00 -10308.91
750.26 1650000.00   0.00   0.00   0.00   0.00 -16652.38
750.36 1650000.00   0.00   0.00   0.00   0.00 -22995.20
750.46 1650000.00   0.00   0.00   0.00   0.00 -29337.11
750.56 1650000.00   0.00   0.00   0.00   0.00 -35677.86
750.66 1650000.00   0.00   0.00   0.00   0.00 -42017.21
750.76 1650000.00   0.00   0.00   0.00   0.00 -48354.89
750.86 1650000.00   0.00   0.00   0.00   0.00 -54690.67
750.96 1650000.00   0.00   0.00   0.00   0.00 -61024.28
751.06 1650000.00   0.00   0.00   0.00   0.00 -67355.49
751.16 1650000.00   0.00   0.00   0.00   0.00 -73684.04
751.26 1650000.00   0.00   0.00   0.00   0.00 -80009.67
751.36 1650000.00   0.00   0.00   0.00   0.00 -86332.15
751.46 1650000.00   0.00   0.00   0.00   0.00 -92651.22
751.56 1650000.00   0.00   0.00   0.00   0.00 -98966.63
751.66 1650000.00   0.00   0.00   0.00   0.00 -105278.13
751.76 1650000.00   0.00   0.00   0.00   0.00 -111585.48
751.86 1650000.00   0.00   0.00   0.00   0.00 -117888.42
751.96 1650000.00   0.00   0.00   0.00   0.00 -124186.71
752.06 1650000.00   0.00   0.00   0.00   0.00 -130480.09
752.16 1650000.00   0.00   0.00   0.00   0.00 -136768.32
752.26 1650000.00   0.00   0.00   0.00   0.00 -143051.15
752.36 1650000.00   0.00   0.00   0.00   0.00 -149328.33
752.46 1650000.00   0.00   0.00   0.00   0.00 -155599.62
752.56 1650000.00   0.00   0.00   0.00   0.00 -161864.76
752.66 1650000.00   0.00   0.00   0.00   0.00 -168123.51
752.76 1650000.00   0.00   0.00   0.00   0.00 -174375.62
752.86 1650000.00   0.00   0.00   0.00   0.00 -180620.85
752.96 1650000.00   0.00   0.00   0.00   0.00 -186858.94
753.06 1650000.00   0.00   0.00   0.00   0.00 -193089.66
753.16 1650000.00   0.00   0.00   0.00   0.00 -199312.75
753.26 1650000.00   0.00   0.00   0.00   0.00 -205527.97
753.36 1650000.00   0.00   0.00   0.00   0.00 -211735.08
753.46 1650000.00   0.00   0.00   0.00   0.00 -217933.83
753.56 1650000.00   0.00   0.00   0.00   0.00 -224123.97
753.66 1650000.00   0.00   0.00   0.00   0.00 -230305.27
753.76 1650000.00   0.00   0.00   0.00   0.00 -236477.46
753.86 1650000.00   0.00   0.00   0.00   0.00 -242640.33
753.96 1650000.00   0.00   0.00   0.00   0.00 -248793.61
754.06 1650000.00   0.00   0.00   0.00   0.00 -254937.07
754.16 1650000.00   0.00   0.00   0.00   0.00 -261070.46
754.26 1650000.00   0.00   0.00   0.00   0.00 -267193.54
754.36 1650000.00   0.00   0.00   0.00   0.00 -273306.07
754.46 1650000.00   0.00   0.00   0.00   0.00 -279407.81
754.56 1650000.00   0.00   0.00   0.00   0.00 -285498.52
754.66 1650000.00   0.00   0.00   0.00   0.00 -291577.96
754.76 1650000.00   0.00   0.00   0.00   0.00 -297645.88
754.86 1650000.00   0.00   0.00   0.00   0.00 -303702.06
754.96 1650000.00   0.00   0.00   0.00   0.00 -309746.23
755.06 1650000.00   0.00   0.00   0.00   0.00 -315778.18
755.16 1650000.00   0.00   0.00   0.00   0.00 -321797.66
755.26 1650000.00   0.00   0.00   0.00   0.00 -327804.44
755.36 1650000.00   0.00   0.00   0.00   0.00 -333798.27
755.46 1650000.00   0.00   0.00   0.00   0.00 -339778.92
755.56 1650000.00   0.00   0.00   0.00   0.00 -345746.16
755.66 1650000.00   0.00   0.00   0.00   0.00 -351699.74
755.76 1650000.00   0.00   0.00   0.00   0.00 -357639.44
755.86 1650000.00   0.00   0.00   0.00   0.00 -363565.01
755.96 1650000.00   0.00   0.00   0.00   0.00 -369476.23
756.06 1650000.00   0.00   0.00   0.00   0.00 -375372.86
756.16 1650000.00   0.00   0.00   0.00   0.00 -381254.67
756.26 1650000.00   0.00   0.00   0.00   0.00 -387121.43
756.36 1650000.00   0.00   0.00   0.00   0.00 -392972.90
756.46 1650000.00   0.00   0.00   0.00   0.00 -398808.85
756.56 1650000.00   0.00   0.00   0.00   0.00 -404629.06
756.66 1650000.00   0.00   0.00   0.00   0.00 -410433.29
756.76 1650000.00   0.00   0.00   0.00   0.00 -416221.31
756.86 1650000.00   0.00   0.00   0.00   0.00 -421992.90
756.96 1650000.00   0.00   0.00   0.00   0.00 -427747.83
757.06 1650000.00   0.00   0.00   0.00   0.00 -433485.87
757.16 1650000.00   0.00   0.00   0.00   0.00 -439206.79
757.26 1650000.00   0.00   0.00   0.00   0.00 -444910.37
757.36 1650000.00   0.00   0.00   0.00   0.00 -450596.38
757.46 1650000.00   0.00   0.00   0.00   0.00 -456264.60
757.56 1650000.00   0.00   0.00   0.00   0.00 -461914.81
757.66 1650000.00   0.00   0.00   0.00   0.00 -467546.78
757.76 1650000.00   0.00   0.00   0.00   0.00 -473160.28
757.86 1650000.00   0.00   0.00   0.00   0.00 -478755.10
757.96 1650000.00   0.00   0.00   0.00   0.00 -484331.02
758.06 1650000.00   0.00   0.00   0.00   0.00 -489887.82
758.16 1650000.00   0.00   0.00   0.00   0.00 -495425.27
758.26 1650000.00   0.00   0.00   0.00   0.00 -500943.16
758.36 1650000.00   0.00   0.00   0.00   0.00 -506441.27
758.46 1650000.00   0.00   0.00   0.00   0.00 -511919.39
758.56 1650000.00   0.00   0.00   0.00   0.00 -517377.29
758.66 1650000.00   0.00   0.00   0.00   0.00 -522814.76
758.76 1650000.00   0.00   0.00   0.00   0.00 -528231.59
758.86 1650000.00   0.00   0.00   0.00   0.00 -533627.56
758.96 1650000.00   0.00   0.00   0.00   0.00 -539002.46
759.06 1650000.00   0.00   0.00   0.00   0.00 -544356.08
759.16 1650000.00   0.00   0.00   0.00   0.00 -549688.21
759.26 1650000.00   0.00   0.00   0.00   0.00 -554998.63
759.36 1650000.00   0.00   0.00   0.00   0.00 -560287.14
759.46 1650000.00   0.00   0.00   0.00   0.00 -565553.52
759.56 1650000.00   0.00   0.00   0.00   0.00 -570797.58
759.66 1650000.00   0.00   0.00   0.00   0.00 -576019.09
759.76 1650000.00   0.00   0.00   0.00   0.00 -581217.86
759.86 1650000.00   0.00   0.00   0.00   0.00 -586393.69
759.96 1650000.00   0.00   0.00   0.00   0.00 -591546.35
760.06 1650000.00   0.00   0.00   0.00   0.00 -596675.67
760.16 1650000.00   0.00   0.00   0.00   0.00 -601781.42
760.26 1650000.00   0.00   0.00   0.00   0.00 -606863.41
760.36 1650000.00   0.00   0.00   0.00   0.00 -611921.44
760.46 1650000.00   0.00   0.00   0.00   0.00 -616955.30
760.56 1650000.00   0.00   0.00   0.00   0.00 -621964.81
760.66 1650000.00   0.00   0.00   0.00   0.00 -626949.76
760.76 1650000.00   0.00   0.00   0.00   0.00 -631909.95
760.86 1650000.00   0.00   0.00   0.00   0.00 -636845.20
760.96 1650000.00   0.00   0.00   0.00   0.00 -641755.29
761.06 1650000.00   0.00   0.00   0.00   0.00 -646640.05
761.16 1650000.00   0.00   0.00   0.00   0.00 -651499.27
761.26 1650000.00   0.00   0.00   0.00   0.00 -656332.77
761.36 1650000.00   0.00   0.00   0.00   0.00 -661140.36
761.46 1650000.00   0.00   0.00   0.00   0.00 -665921.84
761.56 1650000.00   0.00   0.00   0.00   0.00 -670677.03
761.66 1650000.00   0.00   0.00   0.00   0.00 -675405.73
761.76 1650000.00   0.00   0.00   0.00   0.00 -680107.77
761.86 1650000.00   0.00   0.00   0.00   0.00 -684782.95
761.96 1650000.00   0.00   0.00   0.00   0.00 -689431.09
762.06 1650000.00   0.00   0.00   0.00   0.00 -694052.01
762.16 1650000.00   0.00   0.00   0.00   0.00 -698645.53
762.26 1650000.00   0.00   0.00   0.00   0.00 -703211.46
762.36 1650000.00   0.00   0.00   0.00   0.00 -707749.63
762.46 1650000.00   0.00   0.00   0.00   0.00 -712259.85
762.56 1650000.00   0.00   0.00   0.00   0.00 -716741.94
762.66 1650000.00   0.00   0.00   0.00   0.00 -721195.74
762.76 1650000.00   0.00   0.00   0.00   0.00 -725621.06
762.86 1650000.00   0.00   0.00   0.00   0.00 -730017.73
762.96 1650000.00   0.00   0.00   0.00   0.00 -734385.57
763.06 1650000.00   0.00   0.00   0.00   0.00 -738724.42
763.16 1650000.00   0.00   0.00   0.00   0.00 -743034.10
763.26 1650000.00   0.00   0.00   0.00   0.00 -747314.44
763.36 1650000.00   0.00   0.00   0.00   0.00 -751565.27
763.46 1650000.00   0.00   0.00   0.00   0.00 -755786.42
763.56 1650000.00   0.00   0.00   0.00   0.00 -759977.74
763.66 1650000.00   0.00   0.00   0.00   0.00 -764139.04
763.76 1650000.00   0.00   0.00   0.00   0.00 -768270.18
763.86 1650000.00   0.00   0.00   0.00   0.00 -772370.98
763.96 1650000.00   0.00   0.00   0.00   0.00 -776441.28
764.06 1650000.00   0.00   0.00   0.00   0.00 -780480.93
764.16 1650000.00   0.00   0.00   0.00   0.00 -784489.75
764.26 1650000.00   0.00   0.00   0.00   0.00 -788467.61
764.36 1650000.00   0.00   0.00   0.00   0.00 -792414.33
764.46 1650000.00   0.00   0.00   0.00   0.00 -796329.76
764.56 1650000.00   0.00   0.00   0.00   0.00 -800213.75
764.66 1650000.00   0.00   0.00   0.00   0.00 -804066.14
764.76 1650000.00   0.00   0.00   0.00   0.00 -807886.78
764.86 1650000.00   0.00   0.00   0.00   0.00 -811675.53
764.96 1650000.00   0.00   0.00   0.00   0.00 -815432.22
765.06 1650000.00   0.00   0.00   0.00   0.00 -819156.72
765.16 1650000.00   0.00   0.00   0.00   0.00 -822848.88
765.26 1650000.00   0.00   0.00   0.00   0.00 -826508.54
765.36 1650000.00   0.00   0.00   0.00   0.00 -830135.57
765.46 1650000.00   0.00   0.00   0.00   0.00 -833729.82
765.56 1650000.00   0.00   0.00   0.00   0.00 -837291.15
765.66 1650000.00   0.00   0.00   0.00   0.00 -840819.42
765.76 1650000.00   0.00   0.00   0.00   0.00 -844314.50
765.86 1650000.00   0.00   0.00   0.00   0.00 -847776.23
765.96 1650000.00   0.00   0.00   0.00   0.00 -851204.49
766.06 1650000.00   0.00   0.00   0.00   0.00 -854599.14
766.16 1650000.00   0.00   0.00   0.00   0.00 -857960.05
766.26 1650000.00   0.00   0.00   0.00   0.00 -861287.08
766.36 1650000.00   0.00   0.00   0.00   0.00 -864580.10
766.46 1650000.00   0.00   0.00   0.00   0.00 -867838.98
766.56 1650000.00   0.00   0.00   0.00   0.00 -871063.60
766.66 1650000.00   0.00   0.00   0.00   0.00 -874253.82
766.76 1650000.00   0.00   0.00   0.00   0.00 -877409.53
766.86 1650000.00   0.00   0.00   0.00   0.00 -880530.59
766.96 1650000.00   0.00   0.00   0.00   0.00 -883616.88
767.06 1650000.00   0.00   0.00   0.00   0.00 -886668.28
767.16 1650000.00   0.00   0.00   0.00   0.00 -889684.68
767.26 1650000.00   0.00   0.00   0.00   0.00 -892665.94
767.36 1650000.00   0.00   0.00   0.00   0.00 -895611.96
767.46 1650000.00   0.00   0.00   0.00   0.00 -898522.61
767.56 1650000.00   0.00   0.00   0.00   0.00 -901397.79
767.66 1650000.00   0.00   0.00   0.00   0.00 -904237.37
767.76 1650000.00   0.00   0.00   0.00   0.00 -907041.25
767.86 1650000.00   0.00   0.00   0.00   0.00 -909809.32
767.96 1650000.00   0.00   0.00   0.00   0.00 -912541.46
768.06 1650000.00   0.00   0.00   0.00   0.00 -915237.57
768.16 1650000.00   0.00   0.00   0.00   0.00 -917897.54
768.26 1650000.00   0.00   0.00   0.00   0.00 -920521.27
768.36 1650000.00   0.00   0.00   0.00   0.00 -923108.65
768.46 1650000.00   0.00   0.00   0.00   0.00 -925659.59
768.56 1650000.00   0.00   0.00   0.00   0.00 -928173.97
768.66 1650000.00   0.00   0.00   0.00   0.00 -930651.71
768.76 1650000.00   0.00   0.00   0.00   0.00 -933092.70
768.86 1650000.00   0.00   0.00   0.00   0.00 -935496.84
768.96 1650000.00   0.00   0.00   0.00   0.00 -937864.05
769.06 1650000.00   0.00   0.00   0.00   0.00 -940194.23
769.16 1650000.00   0.00   0.00   0.00   0.00 -942487.28
769.26 1650000.00   0.00   0.00   0.00   0.00 -944743.12
769.36 1650000.00   0.00   0.00   0.00   0.00 -946961.66
769.46 1650000.00   0.00   0.00   0.00   0.00 -949142.80
769.56 1650000.00   0.00   0.00   0.00   0.00 -951286.47
769.66 1650000.00   0.00   0.00   0.00   0.00 -953392.58
769.76 1650000.00   0.00   0.00   0.00   0.00 -955461.04
769.86 1650000.00   0.00   0.00   0.00   0.00 -957491.78
769.96 1650000.00   0.00   0.00   0.00   0.00 -959484.71
770.06 1650000.00   0.00   0.00   0.00   0.00 -961439.75
770.16 1650000.00   0.00   0.00   0.00   0.00 -963356.84
770.26 1650000.00   0.00   0.00   0.00   0.00 -965235.88
770.36 1650000.00   0.00   0.00   0.00   0.00 -967076.81
770.46 1650000.00   0.00   0.00   0.00   0.00 -968879.56
770.56 1650000.00   0.00   0.00   0.00   0.00 -970644.05
770.66 1650000.00   0.00   0.00   0.00   0.00 -972370.22
770.76 1650000.00   0.00   0.00   0.00   0.00 -974057.99
770.86 1650000.00   0.00   0.00   0.00   0.00 -975707.30
770.96 1650000.00   0.00   0.00   0.00   0.00 -977318.09
771.06 1650000.00   0.00   0.00   0.00   0.00 -978890.28
771.16 1650000.00   0.00   0.00   0.00   0.00 -980423.83
771.26 1650000.00   0.00   0.00   0.00   0.00 -981918.66
771.36 1650000.00   0.00   0.00   0.00   0.00 -983374.72
771.46 1650000.00   0.00   0.00   0.00   0.00 -984791.96
771.56 1650000.00   0.00   0.00   0.00   0.00 -986170.31
771.66 1650000.00   0.00   0.00   0.00   0.00 -987509.72
771.76 1650000.00   0.00   0.00   0.00   0.00 -988810.13
771.86 1650000.00   0.00   0.00   0.00   0.00 -990071.51
771.96 1650000.00   0.00   0.00   0.00   0.00 -991293.79
772.06 1650000.00   0.00   0.00   0.00   0.00 -992476.93
772.16 1650000.00   0.00   0.00   0.00   0.00 -993620.89
772.26 1650000.00   0.00   0.00   0.00   0.00 -994725.61
772.36 1650000.00   0.00   0.00   0.00   0.00 -995791.05
772.46 1650000.00   0.00   0.00   0.00   0.00 -996817.18
772.56 1650000.00   0.00   0.00   0.00   0.00 -997803.95
772.66 1650000.00   0.00   0.00   0.00   0.00 -998751.31
772.76 1650000.00   0.00   0.00   0.00   0.00 -999659.25
772.86 1650000.00   0.00   0.00   0.00   0.00 -1000527.71
772.96 1650000.00   0.00   0.00   0.00   0.00 -1001356.66
773.06 1650000.00   0.00   0.00   0.00   0.00 -1002146.08
773.16 1650000.00   0.00   0.00   0.00   0.00 -1002895.93
773.26 1650000.00   0.00   0.00   0.00   0.00 -1003606.18
773.36 1650000.00   0.00   0.00   0.00   0.00 -1004276.80
773.46 1650000.00   0.00   0.00   0.00   0.00 -1004907.77
773.56 1650000.00   0.00   0.00   0.00   0.00 -1005499.05
773.66 1650000.00   0.00   0.00   0.00   0.00 -1006050.64
773.76 1650000.00   0.00   0.00   0.00   0.00 -1006562.50
773.86 1650000.00   0.00   0.00   0.00   0.00 -1007034.62
773.96 1650000.00   0.00   0.00   0.00   0.00 -1007466.98
774.06 1650000.00   0.00   0.00   0.00   0.00 -1007859.56
774.16 1650000.00   0.00   0.00   0.00   0.00 -1008212.34
774.26 1650000.00   0.00   0.00   0.00   0.00 -1008525.31
774.36 1650000.00   0.00   0.00   0.00   0.00 -1008798.46
774.46 1650000.00   0.00   0.00   0.00   0.00 -1009031.78
774.56 1650000.00   0.00   0.00   0.00   0.00 -1009225.26
774.66 1650000.00   0.00   0.00   0.00   0.00 -1009378.88
774.76 1650000.00   0.00   0.00   0.00   0.00 -1009492.66
774.86 1650000.00   0.00   0.00   0.00   0.00 -1009566.57
774.96 1650000.00   0.00   0.00   0.00   0.00 -1009600.62
775.06 1650000.00   0.00   0.00   0.00   0.00 -1009594.81
775.16 1650000.00   0.00   0.00   0.00   0.00 -1009549.13
775.26 1650000.00   0.00   0.00   0.00   0.00 -1009463.59
775.36 1650000.00   0.00   0.00   0.00   0.00 -1009338.19
775.46 1650000.00   0.00   0.00   0.00   0.00 -1009172.94
775.56 1650000.00   0.00   0.00   0.00   0.00 -1008967.84
775.66 1650000.00   0.00   0.00   0.00   0.00 -1008722.91
775.76 1650000.00   0.00   0.00   0.00   0.00 -1008438.14
775.86 1650000.00   0.00   0.00   0.00   0.00 -1008113.55
775.96 1650000.00   0.00   0.00   0.00   0.00 -1007749.16
776.06 1650000.00   0.00   0.00   0.00   0.00 -1007344.98
776.16 1650000.00   0.00   0.00   0.00   0.00 -1006901.03
776.26 1650000.00   0.00   0.00   0.00   0.00 -1006417.32
776.36 1650000.00   0.00   0.00   0.00   0.00 -1005893.86
776.46 1650000.00   0.00   0.00   0.00   0.00 -1005330.70
776.56 1650000.00   0.00   0.00   0.00   0.00 -1004727.83
776.66 1650000.00   0.00   0.00   0.00   0.00 -1004085.30
776.76 1650000.00   0.00   0.00   0.00   0.00 -1003403.11
776.86 1650000.00   0.00   0.00   0.00   0.00 -1002681.31
776.96 1650000.00   0.00   0.00   0.00   0.00 -1001919.92
777.06 1650000.00   0.00   0.00   0.00   0.00 -1001118.97
777.16 1650000.00   0.00   0.00   0.00   0.00 -1000278.49
777.26 1650000.00   0.00   0.00   0.00   0.00 -999398.51
777.36 1650000.00   0.00   0.00   0.00   0.00 -998479.07
777.46 1650000.00   0.00   0.00   0.00   0.00 -997520.21
777.56 1650000.00   0.00   0.00   0.00   0.00 -996521.96
777.66 1650000.00   0.00   0.00   0.00   0.00 -995484.36
777.76 1650000.00   0.00   0.00   0.00   0.00 -994407.45
777.86 1650000.00   0.00   0.00   0.00   0.00 -993291.29
777.96 1650000.00   0.00   0.00   0.00   0.00 -992135.90
778.06 1650000.00   0.00   0.00   0.00   0.00 -990941.33
778.16 1650000.00   0.00   0.00   0.00   0.00 -989707.64
778.26 1650000.00   0.00   0.00   0.00   0.00 -988434.88
778.36 1650000.00   0.00   0.00   0.00   0.00 -987123.08
778.46 1650000.00   0.00   0.00   0.00   0.00 -985772.31
778.56 1650000.00   0.00   0.00   0.00   0.00 -984382.61
778.66 1650000.00   0.00   0.00   0.00   0.00 -982954.05
778.76 1650000.00   0.00   0.00   0.00   0.00 -981486.67
778.86 1650000.00   0.00   0.00   0.00   0.00 -979980.54
778.96 1650000.00   0.00   0.00   0.00   0.00 -978435.72
779.06 1650000.00   0.00   0.00   0.00   0.00 -976852.26
779.16 1650000.00   0.00   0.00   0.00   0.00 -975230.23
779.26 1650000.00   0.00   0.00   0.00   0.00 -973569.69
779.36 1650000.00   0.00   0.00   0.00   0.00 -971870.72
779.46 1650000.00   0.00   0.00   0.00   0.00 -970133.36
779.56 1650000.00   0.00   0.00   0.00   0.00 -968357.71
779.66 1650000.00   0.00   0.00   0.00   0.00 -966543.82
779.76 1650000.00   0.00   0.00   0.00   0.00 -964691.76
779.86 1650000.00   0.00   0.00   0.00   0.00 -962801.61
779.96 1650000.00   0.00   0.00   0.00   0.00 -960873.45
780.07 1650000.00   0.00   0.00   0.00   0.00 -958907.35
780.17 1650000.00   0.00   0.00   0.00   0.00 -956903.38
780.27 1650000.00   0.00   0.00   0.00   0.00 -954861.63
780.37 1650000.00   0.00   0.00   0.00   0.00 -952782.18
780.47 1650000.00   0.00   0.00   0.00   0.00 -950665.11
780.57 1650000.00   0.00   0.00   0.00   0.00 -948510.50
780.67 1650000.00   0.00   0.00   0.00   0.00 -946318.44
780.77 1650000.00   0.00   0.00   0.00   0.00 -944089.02
780.87 1650000.00   0.00   0.00   0.00   0.00 -941822.32
780.97 1650000.00   0.00   0.00   0.00   0.00 -939518.43
