# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
571.15 1650000.00   0.00   0.00   0.00   0.00 -4886926.16
571.25 1650000.00   0.00   0.00   0.00   0.00 -4894507.93
571.35 1650000.00   0.00   0.00   0.00   0.00 -4901896.40
571.45 1650000.00   0.00   0.00   0.00   0.00 -4909091.26
571.55 1650000.00   0.00   0.00   0.00   0.00 -4916092.23
571.65 1650000.00   0.00   0.00   0.00   0.00 -4922899.01
571.75 1650000.00   0.00   0.00   0.00   0.00 -4929511.34
571.85 1650000.00   0.00   0.00   0.00   0.00 -4935928.93
571.95 1650000.00   0.00   0.00   0.00   0.00 -4942151.53
572.05 1650000.00   0.00   0.00   0.00   0.00 -4948178.89
572.15 1650000.00   0.00   0.00   0.00   0.00 -4954010.75
572.25 1650000.00   0.00   0.00   0.00   0.00 -4959646.87
572.35 1650000.00   0.00   0.00   0.00   0.00 -4965087.04
572.45 1650000.00   0.00   0.00   0.00   0.00 -4970331.01
572.55 1650000.00   0.00   0.00   0.00   0.00 -4975378.59
572.65 1650000.00   0.00   0.00   0.00   0.00 -4980229.55
572.75 1650000.00   0.00   0.00   0.00   0.00 -4984883.70
572.85 1650000.00   0.00   0.00   0.00   0.00 -4989340.85
572.95 1650000.00   0.00   0.00   0.00   0.00 -4993600.81
573.05 1650000.00   0.00   0.00   0.00   0.00 -4997663.41
573.15 1650000.00   0.00   0.00   0.00   0.00 -5001528.48
573.25 1650000.00   0.00   0.00   0.00   0.00 -5005195.86
573.35 1650000.00   0.00   0.00   0.00   0.00 -5008665.39
573.45 1650000.00   0.00   0.00   0.00   0.00 -5011936.93
573.55 1650000.00   0.00   0.00   0.00   0.00 -5015010.34
573.65 1650000.00   0.00   0.00   0.00   0.00 -5017885.50
573.75 1650000.00   0.00   0.00   0.00   0.00 -5020562.28
573.85 1650000.00   0.00   0.00   0.00   0.00 -5023040.57
573.95 1650000.00   0.00   0.00   0.00   0.00 -5025320.26
574.05 1650000.00   0.00   0.00   0.00   0.00 -5027401.26
574.15 1650000.00   0.00   0.00   0.00   0.00 -5029283.47
574.25 1650000.00   0.00   0.00   0.00   0.00 -5030966.82
574.35 1650000.00   0.00   0.00   0.00   0.00 -5032451.23
574.45 1650000.00   0.00   0.00   0.00   0.00 -5033736.64
574.55 1650000.00   0.00   0.00   0.00   0.00 -5034822.98
574.65 1650000.00   0.00   0.00   0.00   0.00 -5035710.21
574.75 1650000.00   0.00   0.00   0.00   0.00 -5036398.28
574.85 1650000.00   0.00   0.00   0.00   0.00 -5036887.16
574.95 1650000.00   0.00   0.00   0.00   0.00 -5037176.83
575.05 1650000.00   0.00   0.00   0.00   0.00 -5037267.27
575.15 1650000.00   0.00   0.00   0.00   0.00 -5037158.46
575.25 1650000.00   0.00   0.00   0.00   0.00 -5036850.40
575.35 1650000.00   0.00   0.00   0.00   0.00 -5036343.10
575.45 1650000.00   0.00   0.00   0.00   0.00 -5035636.57
575.55 1650000.00   0.00   0.00   0.00   0.00 -5034730.84
575.65 1650000.00   0.00   0.00   0.00   0.00 -5033625.93
575.75 1650000.00   0.00   0.00   0.00   0.00 -5032321.88
575.85 1650000.00   0.00   0.00   0.00   0.00 -5030818.73
575.95 1650000.00   0.00   0.00   0.00   0.00 -5029116.54
576.05 1650000.00   0.00   0.00   0.00   0.00 -5027215.37
576.15 1650000.00   0.00   0.00   0.00   0.00 -5025115.29
576.25 1650000.00   0.00   0.00   0.00   0.00 -5022816.38
576.35 1650000.00   0.00   0.00   0.00   0.00 -5020318.71
576.45 1650000.00   0.00   0.00   0.00   0.00 -5017622.39
576.55 1650000.00   0.00   0.00   0.00   0.00 -5014727.51
576.65 1650000.00   0.00   0.00   0.00   0.00 -5011634.18
576.75 1650000.00   0.00   0.00   0.00   0.00 -5008342.52
576.85 1650000.00   0.00   0.00   0.00   0.00 -5004852.65
576.95 1650000.00   0.00   0.00   0.00   0.00 -5001164.70
577.05 1650000.00   0.00   0.00   0.00   0.00 -4997278.82
577.15 1650000.00   0.00   0.00   0.00   0.00 -4993195.16
577.25 1650000.00   0.00   0.00   0.00   0.00 -4988913.86
577.35 1650000.00   0.00   0.00   0.00   0.00 -4984435.09
577.45 1650000.00   0.00   0.00   0.00   0.00 -4979759.03
577.55 1650000.00   0.00   0.00   0.00   0.00 -4974885.85
577.65 1650000.00   0.00   0.00   0.00   0.00 -4969815.75
577.75 1650000.00   0.00   0.00   0.00   0.00 -4964548.91
577.85 1650000.00   0.00   0.00   0.00   0.00 -4959085.53
577.95 1650000.00   0.00   0.00   0.00   0.00 -4953425.84
578.05 1650000.00   0.00   0.00   0.00   0.00 -4947570.05
578.15 1650000.00   0.00   0.00   0.00   0.00 -4941518.38
578.25 1650000.00   0.00   0.00   0.00   0.00 -4935271.07
578.35 1650000.00   0.00   0.00   0.00   0.00 -4928828.37
578.45 1650000.00   0.00   0.00   0.00   0.00 -4922190.52
578.55 1650000.00   0.00   0.00   0.00   0.00 -4915357.77
578.65 1650000.00   0.00   0.00   0.00   0.00 -4908330.40
578.75 1650000.00   0.00   0.00   0.00   0.00 -4901108.68
578.85 1650000.00   0.00   0.00   0.00   0.00 -4893692.89
578.95 1650000.00   0.00   0.00   0.00   0.00 -4886083.32
579.05 1650000.00   0.00   0.00   0.00   0.00 -4878280.26
579.15 1650000.00   0.00   0.00   0.00   0.00 -4870284.02
579.25 1650000.00   0.00   0.00   0.00   0.00 -4862094.91
579.35 1650000.00   0.00   0.00   0.00   0.00 -4853713.25
579.45 1650000.00   0.00   0.00   0.00   0.00 -4845139.37
579.55 1650000.00   0.00   0.00   0.00   0.00 -4836373.60
579.65 1650000.00   0.00   0.00   0.00   0.00 -4827416.28
579.75 1650000.00   0.00   0.00   0.00   0.00 -4818267.77
579.85 1650000.00   0.00   0.00   0.00   0.00 -4808928.42
579.95 1650000.00   0.00   0.00   0.00   0.00 -4799398.60
580.05 1650000.00   0.00   0.00   0.00   0.00 -4789678.69
580.15 1650000.00   0.00   0.00   0.00   0.00 -4779769.05
580.25 1650000.00   0.00   0.00   0.00   0.00 -4769670.09
580.35 1650000.00   0.00   0.00   0.00   0.00 -4759382.19
580.45 1650000.00   0.00   0.00   0.00   0.00 -4748905.75
580.55 1650000.00   0.00   0.00   0.00   0.00 -4738241.20
580.65 1650000.00   0.00   0.00   0.00   0.00 -4727388.95
580.75 1650000.00   0.00   0.00   0.00   0.00 -4716349.42
580.85 1650000.00   0.00   0.00   0.00   0.00 -4705123.05
580.95 1650000.00   0.00   0.00   0.00   0.00 -4693710.28
581.05 1650000.00   0.00   0.00   0.00   0.00 -4682111.55
581.15 1650000.00   0.00   0.00   0.00   0.00 -4670327.32
581.25 1650000.00   0.00   0.00   0.00   0.00 -4658358.06
581.35 1650000.00   0.00   0.00   0.00   0.00 -4646204.24
581.45 1650000.00   0.00   0.00   0.00   0.00 -4633866.32
581.55 1650000.00   0.00   0.00   0.00   0.00 -4621344.81
581.65 1650000.00   0.00   0.00   0.00   0.00 -4608640.18
581.75 1650000.00   0.00   0.00   0.00   0.00 -4595752.94
581.85 1650000.00   0.00   0.00   0.00   0.00 -4582683.60
581.95 1650000.00   0.00   0.00   0.00   0.00 -4569432.68
582.05 1650000.00   0.00   0.00   0.00   0.00 -4556000.68
582.15 1650000.00   0.00   0.00   0.00   0.00 -4542388.14
582.25 1650000.00   0.00   0.00   0.00   0.00 -4528595.61
582.35 1650000.00   0.00   0.00   0.00   0.00 -4514623.61
582.45 1650000.00   0.00   0.00   0.00   0.00 -4500472.70
582.55 1650000.00   0.00   0.00   0.00   0.00 -4486143.44
582.65 1650000.00   0.00   0.00   0.00   0.00 -4471636.39
582.75 1650000.00   0.00   0.00   0.00   0.00 -4456952.12
582.85 1650000.00   0.00   0.00   0.00   0.00 -4442091.22
582.95 1650000.00   0.00   0.00   0.00   0.00 -4427054.27
583.05 1650000.00   0.00   0.00   0.00   0.00 -4411841.85
583.15 1650000.00   0.00   0.00   0.00   0.00 -4396454.58
583.25 1650000.00   0.00   0.00   0.00   0.00 -4380893.05
583.35 1650000.00   0.00   0.00   0.00   0.00 -4365157.89
583.45 1650000.00   0.00   0.00   0.00   0.00 -4349249.71
583.55 1650000.00   0.00   0.00   0.00   0.00 -4333169.13
583.65 1650000.00   0.00   0.00   0.00   0.00 -4316916.80
583.75 1650000.00   0.00   0.00   0.00   0.00 -4300493.35
583.85 1650000.00   0.00   0.00   0.00   0.00 -4283899.44
583.95 1650000.00   0.00   0.00   0.00   0.00 -4267135.72
584.05 1650000.00   0.00   0.00   0.00   0.00 -4250202.84
584.15 1650000.00   0.00   0.00   0.00   0.00 -4233101.48
584.25 1650000.00   0.00   0.00   0.00   0.00 -4215832.31
584.35 1650000.00   0.00   0.00   0.00   0.00 -4198396.02
584.45 1650000.00   0.00   0.00   0.00   0.00 -4180793.29
584.55 1650000.00   0.00   0.00   0.00   0.00 -4163024.82
584.65 1650000.00   0.00   0.00   0.00   0.00 -4145091.31
584.75 1650000.00   0.00   0.00   0.00   0.00 -4126993.47
584.85 1650000.00   0.00   0.00   0.00   0.00 -4108732.01
584.95 1650000.00   0.00   0.00   0.00   0.00 -4090307.66
585.05 1650000.00   0.00   0.00   0.00   0.00 -4071721.14
585.15 1650000.00   0.00   0.00   0.00   0.00 -4052973.18
585.25 1650000.00   0.00   0.00   0.00   0.00 -4034064.54
585.35 1650000.00   0.00   0.00   0.00   0.00 -4014995.95
585.45 1650000.00   0.00   0.00   0.00   0.00 -3995768.16
585.55 1650000.00   0.00   0.00   0.00   0.00 -3976381.95
585.65 1650000.00   0.00   0.00   0.00   0.00 -3956838.07
585.75 1650000.00   0.00   0.00   0.00   0.00 -3937137.30
585.85 1650000.00   0.00   0.00   0.00   0.00 -3917280.42
585.95 1650000.00   0.00   0.00   0.00   0.00 -3897268.20
586.05 1650000.00   0.00   0.00   0.00   0.00 -3877101.46
586.15 1650000.00   0.00   0.00   0.00   0.00 -3856780.97
586.25 1650000.00   0.00   0.00   0.00   0.00 -3836307.54
586.35 1650000.00   0.00   0.00   0.00   0.00 -3815681.99
586.45 1650000.00   0.00   0.00   0.00   0.00 -3794905.13
586.55 1650000.00   0.00   0.00   0.00   0.00 -3773977.78
586.65 1650000.00   0.00   0.00   0.00   0.00 -3752900.77
586.75 1650000.00   0.00   0.00   0.00   0.00 -3731674.94
586.85 1650000.00   0.00   0.00   0.00   0.00 -3710301.12
586.95 1650000.00   0.00   0.00   0.00   0.00 -3688780.15
587.05 1650000.00   0.00   0.00   0.00   0.00 -3667112.90
587.15 1650000.00   0.00   0.00   0.00   0.00 -3645300.21
587.25 1650000.00   0.00   0.00   0.00   0.00 -3623342.96
587.35 1650000.00   0.00   0.00   0.00   0.00 -3601242.00
587.45 1650000.00   0.00   0.00   0.00   0.00 -3578998.22
587.55 1650000.00   0.00   0.00   0.00   0.00 -3556612.50
587.65 1650000.00   0.00   0.00   0.00   0.00 -3534085.72
587.75 1650000.00   0.00   0.00   0.00   0.00 -3511418.77
587.85 1650000.00   0.00   0.00   0.00   0.00 -3488612.55
587.95 1650000.00   0.00   0.00   0.00   0.00 -3465667.96
588.05 1650000.00   0.00   0.00   0.00   0.00 -3442585.92
588.15 1650000.00   0.00   0.00   0.00   0.00 -3419367.33
588.25 1650000.00   0.00   0.00   0.00   0.00 -3396013.11
588.35 1650000.00   0.00   0.00   0.00   0.00 -3372524.20
588.45 1650000.00   0.00   0.00   0.00   0.00 -3348901.51
588.55 1650000.00   0.00   0.00   0.00   0.00 -3325145.99
588.65 1650000.00   0.00   0.00   0.00   0.00 -3301258.58
588.75 1650000.00   0.00   0.00   0.00   0.00 -3277240.22
588.85 1650000.00   0.00   0.00   0.00   0.00 -3253091.86
588.95 1650000.00   0.00   0.00   0.00   0.00 -3228814.46
589.05 1650000.00   0.00   0.00   0.00   0.00 -3204408.99
589.15 1650000.00   0.00   0.00   0.00   0.00 -3179876.40
589.25 1650000.00   0.00   0.00   0.00   0.00 -3155217.67
589.35 1650000.00   0.00   0.00   0.00   0.00 -3130433.79
589.45 1650000.00   0.00   0.00   0.00   0.00 -3105525.71
589.55 1650000.00   0.00   0.00   0.00   0.00 -3080494.45
589.65 1650000.00   0.00   0.00   0.00   0.00 -3055340.98
589.75 1650000.00   0.00   0.00   0.00   0.00 -3030066.31
589.85 1650000.00   0.00   0.00   0.00   0.00 -3004671.43
589.95 1650000.00   0.00   0.00   0.00   0.00 -2979157.36
590.05 1650000.00   0.00   0.00   0.00   0.00 -2953525.10
590.15 1650000.00   0.00   0.00   0.00   0.00 -2927775.66
590.25 1650000.00   0.00   0.00   0.00   0.00 -2901910.08
590.35 1650000.00   0.00   0.00   0.00   0.00 -2875929.37
590.45 1650000.00   0.00   0.00   0.00   0.00 -2849834.56
590.55 1650000.00   0.00   0.00   0.00   0.00 -2823626.70
590.65 1650000.00   0.00   0.00   0.00   0.00 -2797306.81
590.75 1650000.00   0.00   0.00   0.00   0.00 -2770875.94
590.85 1650000.00   0.00   0.00   0.00   0.00 -2744335.13
590.95 1650000.00   0.00   0.00   0.00   0.00 -2717685.45
591.05 1650000.00   0.00   0.00   0.00   0.00 -2690927.95
591.15 1650000.00   0.00   0.00   0.00   0.00 -2664063.68
591.25 1650000.00   0.00   0.00   0.00   0.00 -2637093.71
591.35 1650000.00   0.00   0.00   0.00   0.00 -2610019.12
591.45 1650000.00   0.00   0.00   0.00   0.00 -2582840.97
591.55 1650000.00   0.00   0.00   0.00   0.00 -2555560.34
591.65 1650000.00   0.00   0.00   0.00   0.00 -2528178.32
591.75 1650000.00   0.00   0.00   0.00   0.00 -2500695.98
591.85 1650000.00   0.00   0.00   0.00   0.00 -2473114.42
591.95 1650000.00   0.00   0.00   0.00   0.00 -2445434.74
592.05 1650000.00   0.00   0.00   0.00   0.00 -2417658.03
592.15 1650000.00   0.00   0.00   0.00   0.00 -2389785.39
592.25 1650000.00   0.00   0.00   0.00   0.00 -2361817.92
592.35 1650000.00   0.00   0.00   0.00   0.00 -2333756.75
592.45 1650000.00   0.00   0.00   0.00   0.00 -2305602.97
592.55 1650000.00   0.00   0.00   0.00   0.00 -2277357.70
592.65 1650000.00   0.00   0.00   0.00   0.00 -2249022.08
592.75 1650000.00   0.00   0.00   0.00   0.00 -2220597.21
592.85 1650000.00   0.00   0.00   0.00   0.00 -2192084.22
592.95 1650000.00   0.00   0.00   0.00   0.00 -2163484.26
593.05 1650000.00   0.00   0.00   0.00   0.00 -2134798.45
593.15 1650000.00   0.00   0.00   0.00   0.00 -2106027.92
593.25 1650000.00   0.00   0.00   0.00   0.00 -2077173.83
593.35 1650000.00   0.00   0.00   0.00   0.00 -2048237.31
593.45 1650000.00   0.00   0.00   0.00   0.00 -2019219.51
593.55 1650000.00   0.00   0.00   0.00   0.00 -1990121.59
593.65 1650000.00   0.00   0.00   0.00   0.00 -1960944.70
593.75 1650000.00   0.00   0.00   0.00   0.00 -1931689.99
593.85 1650000.00   0.00   0.00   0.00   0.00 -1902358.63
593.95 1650000.00   0.00   0.00   0.00   0.00 -1872951.78
594.05 1650000.00   0.00   0.00   0.00   0.00 -1843470.60
594.15 1650000.00   0.00   0.00   0.00   0.00 -1813916.27
594.25 1650000.00   0.00   0.00   0.00   0.00 -1784289.96
594.35 1650000.00   0.00   0.00   0.00   0.00 -1754592.84
594.45 1650000.00   0.00   0.00   0.00   0.00 -1724826.09
594.55 1650000.00   0.00   0.00   0.00   0.00 -1694990.89
594.65 1650000.00   0.00   0.00   0.00   0.00 -1665088.43
594.75 1650000.00   0.00   0.00   0.00   0.00 -1635119.89
594.85 1650000.00   0.00   0.00   0.00   0.00 -1605086.47
594.95 1650000.00   0.00   0.00   0.00   0.00 -1574989.34
595.05 1650000.00   0.00   0.00   0.00   0.00 -1544829.72
595.15 1650000.00   0.00   0.00   0.00   0.00 -1514608.79
595.25 1650000.00   0.00   0.00   0.00   0.00 -1484327.75
595.35 1650000.00   0.00   0.00   0.00   0.00 -1453987.80
595.45 1650000.00   0.00   0.00   0.00   0.00 -1423590.16
595.55 1650000.00   0.00   0.00   0.00   0.00 -1393136.01
595.65 1650000.00   0.00   0.00   0.00   0.00 -1362626.58
595.75 1650000.00   0.00   0.00   0.00   0.00 -1332063.08
595.85 1650000.00   0.00   0.00   0.00   0.00 -1301446.71
595.95 1650000.00   0.00   0.00   0.00   0.00 -1270778.69
596.05 1650000.00   0.00   0.00   0.00   0.00 -1240060.24
596.15 1650000.00   0.00   0.00   0.00   0.00 -1209292.57
596.25 1650000.00   0.00   0.00   0.00   0.00 -1178476.92
596.35 1650000.00   0.00   0.00   0.00   0.00 -1147614.49
596.45 1650000.00   0.00   0.00   0.00   0.00 -1116706.52
596.55 1650000.00   0.00   0.00   0.00   0.00 -1085754.23
596.65 1650000.00   0.00   0.00   0.00   0.00 -1054758.85
596.75 1650000.00   0.00   0.00   0.00   0.00 -1023721.62
596.85 1650000.00   0.00   0.00   0.00   0.00 -992643.75
596.95 1650000.00   0.00   0.00   0.00   0.00 -961526.49
597.05 1650000.00   0.00   0.00   0.00   0.00 -930371.07
597.15 1650000.00   0.00   0.00   0.00   0.00 -899178.73
597.25 1650000.00   0.00   0.00   0.00   0.00 -867950.70
597.35 1650000.00   0.00   0.00   0.00   0.00 -836688.22
597.45 1650000.00   0.00   0.00   0.00   0.00 -805392.54
597.55 1650000.00   0.00   0.00   0.00   0.00 -774064.90
597.65 1650000.00   0.00   0.00   0.00   0.00 -742706.54
597.75 1650000.00   0.00   0.00   0.00   0.00 -711318.70
597.85 1650000.00   0.00   0.00   0.00   0.00 -679902.63
597.95 1650000.00   0.00   0.00   0.00   0.00 -648459.58
598.05 1650000.00   0.00   0.00   0.00   0.00 -616990.79
598.15 1650000.00   0.00   0.00   0.00   0.00 -585497.51
598.25 1650000.00   0.00   0.00   0.00   0.00 -553981.01
598.35 1650000.00   0.00   0.00   0.00   0.00 -522442.51
598.45 1650000.00   0.00   0.00   0.00   0.00 -490883.28
598.55 1650000.00   0.00   0.00   0.00   0.00 -459304.57
598.65 1650000.00   0.00   0.00   0.00   0.00 -427707.63
598.75 1650000.00   0.00   0.00   0.00   0.00 -396093.72
598.85 1650000.00   0.00   0.00   0.00   0.00 -364464.09
598.95 1650000.00   0.00   0.00   0.00   0.00 -332820.00
599.05 1650000.00   0.00   0.00   0.00   0.00 -301162.70
599.15 1650000.00   0.00   0.00   0.00   0.00 -269493.45
599.25 1650000.00   0.00   0.00   0.00   0.00 -237813.50
599.35 1650000.00   0.00   0.00   0.00   0.00 -206124.12
599.45 1650000.00   0.00   0.00   0.00   0.00 -174426.56
599.55 1650000.00   0.00   0.00   0.00   0.00 -142722.07
599.65 1650000.00   0.00   0.00   0.00   0.00 -111011.93
599.75 1650000.00   0.00   0.00   0.00   0.00 -79297.38
599.85 1650000.00   0.00   0.00   0.00   0.00 -47579.69
599.95 1650000.00   0.00   0.00   0.00   0.00 -15860.10
600.05 1650000.00   0.00   0.00   0.00   0.00 15860.10
600.15 1650000.00   0.00   0.00   0.00   0.00 47579.69
600.25 1650000.00   0.00   0.00   0.00   0.00 79297.39
600.35 1650000.00   0.00   0.00   0.00   0.00 111011.96
600.45 1650000.00   0.00   0.00   0.00   0.00 142722.15
600.55 1650000.00   0.00   0.00   0.00   0.00 174426.71
600.65 1650000.00   0.00   0.00   0.00   0.00 206124.37
600.75 1650000.00   0.00   0.00   0.00   0.00 237813.90
600.85 1650000.00   0.00   0.00   0.00   0.00 269494.04
600.95 1650000.00   0.00   0.00   0.00   0.00 301163.54
601.05 1650000.00   0.00   0.00   0.00   0.00 332821.14
601.15 1650000.00   0.00   0.00   0.00   0.00 364465.61
601.25 1650000.00   0.00   0.00   0.00   0.00 396095.68
601.35 1650000.00   0.00   0.00   0.00   0.00 427710.11
601.45 1650000.00   0.00   0.00   0.00   0.00 459307.66
601.55 1650000.00   0.00   0.00   0.00   0.00 490887.07
601.65 1650000.00   0.00   0.00   0.00   0.00 522447.10
601.75 1650000.00   0.00   0.00   0.00   0.00 553986.49
601.85 1650000.00   0.00   0.00   0.00   0.00 585504.02
601.95 1650000.00   0.00   0.00   0.00   0.00 616998.42
602.05 1650000.00   0.00   0.00   0.00   0.00 648468.47
602.15 1650000.00   0.00   0.00   0.00   0.00 679912.91
602.25 1650000.00   0.00   0.00   0.00   0.00 711330.50
602.35 1650000.00   0.00   0.00   0.00   0.00 742720.00
602.45 1650000.00   0.00   0.00   0.00   0.00 774080.18
602.55 1650000.00   0.00   0.00   0.00   0.00 805409.80
602.65 1650000.00   0.00   0.00   0.00   0.00 836707.61
602.75 1650000.00   0.00   0.00   0.00   0.00 867972.39
602.85 1650000.00   0.00   0.00   0.00   0.00 899202.89
602.95 1650000.00   0.00   0.00   0.00   0.00 930397.89
603.05 1650000.00   0.00   0.00   0.00   0.00 961556.16
603.15 1650000.00   0.00   0.00   0.00   0.00 992676.45
603.25 1650000.00   0.00   0.00   0.00   0.00 1023757.55
603.35 1650000.00   0.00   0.00   0.00   0.00 1054798.23
603.45 1650000.00   0.00   0.00   0.00   0.00 1085797.26
603.55 1650000.00   0.00   0.00   0.00   0.00 1116753.42
603.65 1650000.00   0.00   0.00   0.00   0.00 1147665.48
603.75 1650000.00   0.00   0.00   0.00   0.00 1178532.23
603.85 1650000.00   0.00   0.00   0.00   0.00 1209352.44
603.95 1650000.00   0.00   0.00   0.00   0.00 1240124.90
604.05 1650000.00   0.00   0.00   0.00   0.00 1270848.39
604.15 1650000.00   0.00   0.00   0.00   0.00 1301521.71
604.25 1650000.00   0.00   0.00   0.00   0.00 1332143.63
604.35 1650000.00   0.00   0.00   0.00   0.00 1362712.96
604.45 1650000.00   0.00   0.00   0.00   0.00 1393228.48
604.55 1650000.00   0.00   0.00   0.00   0.00 1423688.99
604.65 1650000.00   0.00   0.00   0.00   0.00 1454093.28
604.75 1650000.00   0.00   0.00   0.00   0.00 1484440.16
604.85 1650000.00   0.00   0.00   0.00   0.00 1514728.42
604.95 1650000.00   0.00   0.00   0.00   0.00 1544956.88
605.05 1650000.00   0.00   0.00   0.00   0.00 1575124.33
605.15 1650000.00   0.00   0.00   0.00   0.00 1605229.60
605.25 1650000.00   0.00   0.00   0.00   0.00 1635271.47
605.35 1650000.00   0.00   0.00   0.00   0.00 1665248.78
605.45 1650000.00   0.00   0.00   0.00   0.00 1695160.34
605.55 1650000.00   0.00   0.00   0.00   0.00 1725004.97
605.65 1650000.00   0.00   0.00   0.00   0.00 1754781.48
605.75 1650000.00   0.00   0.00   0.00   0.00 1784488.71
605.85 1650000.00   0.00   0.00   0.00   0.00 1814125.47
605.95 1650000.00   0.00   0.00   0.00   0.00 1843690.61
606.05 1650000.00   0.00   0.00   0.00   0.00 1873182.94
606.15 1650000.00   0.00   0.00   0.00   0.00 1902601.32
606.25 1650000.00   0.00   0.00   0.00   0.00 1931944.57
606.35 1650000.00   0.00   0.00   0.00   0.00 1961211.54
606.45 1650000.00   0.00   0.00   0.00   0.00 1990401.07
606.55 1650000.00   0.00   0.00   0.00   0.00 2019512.01
606.65 1650000.00   0.00   0.00   0.00   0.00 2048543.21
606.75 1650000.00   0.00   0.00   0.00   0.00 2077493.52
606.85 1650000.00   0.00   0.00   0.00   0.00 2106361.80
606.95 1650000.00   0.00   0.00   0.00   0.00 2135146.92
607.05 1650000.00   0.00   0.00   0.00   0.00 2163847.72
607.15 1650000.00   0.00   0.00   0.00   0.00 2192463.09
607.25 1650000.00   0.00   0.00   0.00   0.00 2220991.89
607.35 1650000.00   0.00   0.00   0.00   0.00 2249433.00
607.45 1650000.00   0.00   0.00   0.00   0.00 2277785.28
607.55 1650000.00   0.00   0.00   0.00   0.00 2306047.63
607.65 1650000.00   0.00   0.00   0.00   0.00 2334218.92
607.75 1650000.00   0.00   0.00   0.00   0.00 2362298.05
607.85 1650000.00   0.00   0.00   0.00   0.00 2390283.90
607.95 1650000.00   0.00   0.00   0.00   0.00 2418175.37
608.05 1650000.00   0.00   0.00   0.00   0.00 2445971.36
608.15 1650000.00   0.00   0.00   0.00   0.00 2473670.77
608.25 1650000.00   0.00   0.00   0.00   0.00 2501272.51
608.35 1650000.00   0.00   0.00   0.00   0.00 2528775.49
608.45 1650000.00   0.00   0.00   0.00   0.00 2556178.62
608.55 1650000.00   0.00   0.00   0.00   0.00 2583480.82
608.65 1650000.00   0.00   0.00   0.00   0.00 2610681.01
608.75 1650000.00   0.00   0.00   0.00   0.00 2637778.11
608.85 1650000.00   0.00   0.00   0.00   0.00 2664771.07
608.95 1650000.00   0.00   0.00   0.00   0.00 2691658.80
609.05 1650000.00   0.00   0.00   0.00   0.00 2718440.26
609.15 1650000.00   0.00   0.00   0.00   0.00 2745114.38
609.25 1650000.00   0.00   0.00   0.00   0.00 2771680.11
609.35 1650000.00   0.00   0.00   0.00   0.00 2798136.40
609.45 1650000.00   0.00   0.00   0.00   0.00 2824482.21
609.55 1650000.00   0.00   0.00   0.00   0.00 2850716.49
609.65 1650000.00   0.00   0.00   0.00   0.00 2876838.21
609.75 1650000.00   0.00   0.00   0.00   0.00 2902846.34
609.85 1650000.00   0.00   0.00   0.00   0.00 2928739.85
609.95 1650000.00   0.00   0.00   0.00   0.00 2954517.72
610.05 1650000.00   0.00   0.00   0.00   0.00 2980178.93
610.15 1650000.00   0.00   0.00   0.00   0.00 3005722.47
610.25 1650000.00   0.00   0.00   0.00   0.00 3031147.33
610.35 1650000.00   0.00   0.00   0.00   0.00 3056452.50
610.45 1650000.00   0.00   0.00   0.00   0.00 3081636.99
610.55 1650000.00   0.00   0.00   0.00   0.00 3106699.81
610.65 1650000.00   0.00   0.00   0.00   0.00 3131639.95
610.75 1650000.00   0.00   0.00   0.00   0.00 3156456.45
610.85 1650000.00   0.00   0.00   0.00   0.00 3181148.31
610.95 1650000.00   0.00   0.00   0.00   0.00 3205714.56
611.05 1650000.00   0.00   0.00   0.00   0.00 3230154.24
611.15 1650000.00   0.00   0.00   0.00   0.00 3254466.37
611.25 1650000.00   0.00   0.00   0.00   0.00 3278650.00
611.35 1650000.00   0.00   0.00   0.00   0.00 3302704.18
611.45 1650000.00   0.00   0.00   0.00   0.00 3326627.94
611.55 1650000.00   0.00   0.00   0.00   0.00 3350420.36
611.65 1650000.00   0.00   0.00   0.00   0.00 3374080.49
611.75 1650000.00   0.00   0.00   0.00   0.00 3397607.39
611.85 1650000.00   0.00   0.00   0.00   0.00 3421000.13
611.95 1650000.00   0.00   0.00   0.00   0.00 3444257.80
612.05 1650000.00   0.00   0.00   0.00   0.00 3467379.47
612.15 1650000.00   0.00   0.00   0.00   0.00 3490364.24
612.25 1650000.00   0.00   0.00   0.00   0.00 3513211.18
612.35 1650000.00   0.00   0.00   0.00   0.00 3535919.41
612.45 1650000.00   0.00   0.00   0.00   0.00 3558488.02
612.55 1650000.00   0.00   0.00   0.00   0.00 3580916.13
612.65 1650000.00   0.00   0.00   0.00   0.00 3603202.85
612.75 1650000.00   0.00   0.00   0.00   0.00 3625347.29
612.85 1650000.00   0.00   0.00   0.00   0.00 3647348.58
612.95 1650000.00   0.00   0.00   0.00   0.00 3669205.86
613.05 1650000.00   0.00   0.00   0.00   0.00 3690918.27
613.15 1650000.00   0.00   0.00   0.00   0.00 3712484.94
613.25 1650000.00   0.00   0.00   0.00   0.00 3733905.02
613.35 1650000.00   0.00   0.00   0.00   0.00 3755177.66
613.45 1650000.00   0.00   0.00   0.00   0.00 3776302.04
613.55 1650000.00   0.00   0.00   0.00   0.00 3797277.31
613.65 1650000.00   0.00   0.00   0.00   0.00 3818102.64
613.75 1650000.00   0.00   0.00   0.00   0.00 3838777.22
