# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
121.31 1650000.00   0.00   0.00   0.00   0.00 1534326.92
121.41 1650000.00   0.00   0.00   0.00   0.00 1537796.61
121.51 1650000.00   0.00   0.00   0.00   0.00 1541209.01
121.61 1650000.00   0.00   0.00   0.00   0.00 1544563.88
121.71 1650000.00   0.00   0.00   0.00   0.00 1547861.00
121.81 1650000.00   0.00   0.00   0.00   0.00 1551100.12
121.91 1650000.00   0.00   0.00   0.00   0.00 1554281.04
122.01 1650000.00   0.00   0.00   0.00   0.00 1557403.52
122.11 1650000.00   0.00   0.00   0.00   0.00 1560467.35
122.21 1650000.00   0.00   0.00   0.00   0.00 1563472.30
122.31 1650000.00   0.00   0.00   0.00   0.00 1566418.16
122.41 1650000.00   0.00   0.00   0.00   0.00 1569304.72
122.51 1650000.00   0.00   0.00   0.00   0.00 1572131.76
122.61 1650000.00   0.00   0.00   0.00   0.00 1574899.07
122.71 1650000.00   0.00   0.00   0.00   0.00 1577606.45
122.81 1650000.00   0.00   0.00   0.00   0.00 1580253.69
122.91 1650000.00   0.00   0.00   0.00   0.00 1582840.58
123.01 1650000.00   0.00   0.00   0.00   0.00 1585366.93
123.11 1650000.00   0.00   0.00   0.00   0.00 1587832.54
123.21 1650000.00   0.00   0.00   0.00   0.00 1590237.21
123.31 1650000.00   0.00   0.00   0.00   0.00 1592580.75
123.41 1650000.00   0.00   0.00   0.00   0.00 1594862.97
123.51 1650000.00   0.00   0.00   0.00   0.00 1597083.68
123.61 1650000.00   0.00   0.00   0.00   0.00 1599242.68
123.71 1650000.00   0.00   0.00   0.00   0.00 1601339.81
123.81 1650000.00   0.00   0.00   0.00   0.00 1603374.87
123.91 1650000.00   0.00   0.00   0.00   0.00 1605347.69
124.01 1650000.00   0.00   0.00   0.00   0.00 1607258.09
124.11 1650000.00   0.00   0.00   0.00   0.00 1609105.89
124.21 1650000.00   0.00   0.00   0.00   0.00 1610890.93
124.31 1650000.00   0.00   0.00   0.00   0.00 1612613.03
124.41 1650000.00   0.00   0.00   0.00   0.00 1614272.03
124.51 1650000.00   0.00   0.00   0.00   0.00 1615867.77
124.61 1650000.00   0.00   0.00   0.00   0.00 1617400.07
124.71 1650000.00   0.00   0.00   0.00   0.00 1618868.79
124.81 1650000.00   0.00   0.00   0.00   0.00 1620273.76
124.91 1650000.00   0.00   0.00   0.00   0.00 1621614.83
125.01 1650000.00   0.00   0.00   0.00   0.00 1622891.84
125.11 1650000.00   0.00   0.00   0.00   0.00 1624104.66
125.21 1650000.00   0.00   0.00   0.00   0.00 1625253.13
125.31 1650000.00   0.00   0.00   0.00   0.00 1626337.11
125.41 1650000.00   0.00   0.00   0.00   0.00 1627356.45
125.51 1650000.00   0.00   0.00   0.00   0.00 1628311.02
125.61 1650000.00   0.00   0.00   0.00   0.00 1629200.68
125.71 1650000.00   0.00   0.00   0.00   0.00 1630025.30
125.81 1650000.00   0.00   0.00   0.00   0.00 1630784.74
125.91 1650000.00   0.00   0.00   0.00   0.00 1631478.88
126.01 1650000.00   0.00   0.00   0.00   0.00 1632107.59
126.11 1650000.00   0.00   0.00   0.00   0.00 1632670.74
126.21 1650000.00   0.00   0.00   0.00   0.00 1633168.23
126.31 1650000.00   0.00   0.00   0.00   0.00 1633599.92
126.41 1650000.00   0.00   0.00   0.00   0.00 1633965.71
126.51 1650000.00   0.00   0.00   0.00   0.00 1634265.47
126.61 1650000.00   0.00   0.00   0.00   0.00 1634499.11
126.71 1650000.00   0.00   0.00   0.00   0.00 1634666.51
126.81 1650000.00   0.00   0.00   0.00   0.00 1634767.57
126.91 1650000.00   0.00   0.00   0.00   0.00 1634802.18
127.01 1650000.00   0.00   0.00   0.00   0.00 1634770.26
127.11 1650000.00   0.00   0.00   0.00   0.00 1634671.69
127.21 1650000.00   0.00   0.00   0.00   0.00 1634506.39
127.31 1650000.00   0.00   0.00   0.00   0.00 1634274.27
127.41 1650000.00   0.00   0.00   0.00   0.00 1633975.23
127.51 1650000.00   0.00   0.00   0.00   0.00 1633609.20
127.61 1650000.00   0.00   0.00   0.00   0.00 1633176.09
127.71 1650000.00   0.00   0.00   0.00   0.00 1632675.82
127.81 1650000.00   0.00   0.00   0.00   0.00 1632108.31
127.91 1650000.00   0.00   0.00   0.00   0.00 1631473.48
128.01 1650000.00   0.00   0.00   0.00   0.00 1630771.28
128.11 1650000.00   0.00   0.00   0.00   0.00 1630001.62
128.21 1650000.00   0.00   0.00   0.00   0.00 1629164.44
128.31 1650000.00   0.00   0.00   0.00   0.00 1628259.69
128.41 1650000.00   0.00   0.00   0.00   0.00 1627287.28
128.51 1650000.00   0.00   0.00   0.00   0.00 1626247.18
128.61 1650000.00   0.00   0.00   0.00   0.00 1625139.33
128.71 1650000.00   0.00   0.00   0.00   0.00 1623963.67
128.81 1650000.00   0.00   0.00   0.00   0.00 1622720.15
128.91 1650000.00   0.00   0.00   0.00   0.00 1621408.74
129.01 1650000.00   0.00   0.00   0.00   0.00 1620029.37
129.11 1650000.00   0.00   0.00   0.00   0.00 1618582.02
129.21 1650000.00   0.00   0.00   0.00   0.00 1617066.65
129.31 1650000.00   0.00   0.00   0.00   0.00 1615483.22
129.41 1650000.00   0.00   0.00   0.00   0.00 1613831.70
129.51 1650000.00   0.00   0.00   0.00   0.00 1612112.06
129.61 1650000.00   0.00   0.00   0.00   0.00 1610324.28
129.71 1650000.00   0.00   0.00   0.00   0.00 1608468.33
129.81 1650000.00   0.00   0.00   0.00   0.00 1606544.18
129.91 1650000.00   0.00   0.00   0.00   0.00 1604551.84
130.01 1650000.00   0.00   0.00   0.00   0.00 1602491.27
130.11 1650000.00   0.00   0.00   0.00   0.00 1600362.46
130.21 1650000.00   0.00   0.00   0.00   0.00 1598165.42
130.31 1650000.00   0.00   0.00   0.00   0.00 1595900.13
130.41 1650000.00   0.00   0.00   0.00   0.00 1593566.59
130.51 1650000.00   0.00   0.00   0.00   0.00 1591164.79
130.61 1650000.00   0.00   0.00   0.00   0.00 1588694.75
130.71 1650000.00   0.00   0.00   0.00   0.00 1586156.47
130.81 1650000.00   0.00   0.00   0.00   0.00 1583549.96
130.91 1650000.00   0.00   0.00   0.00   0.00 1580875.22
131.01 1650000.00   0.00   0.00   0.00   0.00 1578132.28
131.11 1650000.00   0.00   0.00   0.00   0.00 1575321.14
131.21 1650000.00   0.00   0.00   0.00   0.00 1572441.84
131.31 1650000.00   0.00   0.00   0.00   0.00 1569494.40
131.41 1650000.00   0.00   0.00   0.00   0.00 1566478.83
131.51 1650000.00   0.00   0.00   0.00   0.00 1563395.17
131.61 1650000.00   0.00   0.00   0.00   0.00 1560243.46
131.71 1650000.00   0.00   0.00   0.00   0.00 1557023.72
131.81 1650000.00   0.00   0.00   0.00   0.00 1553736.00
131.91 1650000.00   0.00   0.00   0.00   0.00 1550380.34
132.01 1650000.00   0.00   0.00   0.00   0.00 1546956.78
132.11 1650000.00   0.00   0.00   0.00   0.00 1543465.37
132.21 1650000.00   0.00   0.00   0.00   0.00 1539906.15
132.31 1650000.00   0.00   0.00   0.00   0.00 1536279.19
132.41 1650000.00   0.00   0.00   0.00   0.00 1532584.53
132.51 1650000.00   0.00   0.00   0.00   0.00 1528822.24
132.61 1650000.00   0.00   0.00   0.00   0.00 1524992.38
132.71 1650000.00   0.00   0.00   0.00   0.00 1521095.01
132.81 1650000.00   0.00   0.00   0.00   0.00 1517130.21
132.91 1650000.00   0.00   0.00   0.00   0.00 1513098.03
133.01 1650000.00   0.00   0.00   0.00   0.00 1508998.56
133.11 1650000.00   0.00   0.00   0.00   0.00 1504831.87
133.21 1650000.00   0.00   0.00   0.00   0.00 1500598.04
133.31 1650000.00   0.00   0.00   0.00   0.00 1496297.16
133.41 1650000.00   0.00   0.00   0.00   0.00 1491929.31
133.51 1650000.00   0.00   0.00   0.00   0.00 1487494.58
133.61 1650000.00   0.00   0.00   0.00   0.00 1482993.06
133.71 1650000.00   0.00   0.00   0.00   0.00 1478424.84
133.81 1650000.00   0.00   0.00   0.00   0.00 1473790.03
133.91 1650000.00   0.00   0.00   0.00   0.00 1469088.71
134.01 1650000.00   0.00   0.00   0.00   0.00 1464321.01
134.11 1650000.00   0.00   0.00   0.00   0.00 1459487.02
134.21 1650000.00   0.00   0.00   0.00   0.00 1454586.85
134.31 1650000.00   0.00   0.00   0.00   0.00 1449620.62
134.41 1650000.00   0.00   0.00   0.00   0.00 1444588.44
134.51 1650000.00   0.00   0.00   0.00   0.00 1439490.43
134.61 1650000.00   0.00   0.00   0.00   0.00 1434326.70
134.71 1650000.00   0.00   0.00   0.00   0.00 1429097.39
134.81 1650000.00   0.00   0.00   0.00   0.00 1423802.63
134.91 1650000.00   0.00   0.00   0.00   0.00 1418442.53
135.01 1650000.00   0.00   0.00   0.00   0.00 1413017.24
135.11 1650000.00   0.00   0.00   0.00   0.00 1407526.90
135.21 1650000.00   0.00   0.00   0.00   0.00 1401971.63
135.31 1650000.00   0.00   0.00   0.00   0.00 1396351.58
135.41 1650000.00   0.00   0.00   0.00   0.00 1390666.90
135.51 1650000.00   0.00   0.00   0.00   0.00 1384917.74
135.61 1650000.00   0.00   0.00   0.00   0.00 1379104.24
135.71 1650000.00   0.00   0.00   0.00   0.00 1373226.57
135.81 1650000.00   0.00   0.00   0.00   0.00 1367284.86
135.91 1650000.00   0.00   0.00   0.00   0.00 1361279.30
136.01 1650000.00   0.00   0.00   0.00   0.00 1355210.03
136.11 1650000.00   0.00   0.00   0.00   0.00 1349077.23
136.21 1650000.00   0.00   0.00   0.00   0.00 1342881.06
136.31 1650000.00   0.00   0.00   0.00   0.00 1336621.69
136.41 1650000.00   0.00   0.00   0.00   0.00 1330299.30
136.51 1650000.00   0.00   0.00   0.00   0.00 1323914.07
136.61 1650000.00   0.00   0.00   0.00   0.00 1317466.17
136.71 1650000.00   0.00   0.00   0.00   0.00 1310955.79
136.81 1650000.00   0.00   0.00   0.00   0.00 1304383.12
136.91 1650000.00   0.00   0.00   0.00   0.00 1297748.34
137.01 1650000.00   0.00   0.00   0.00   0.00 1291051.64
137.11 1650000.00   0.00   0.00   0.00   0.00 1284293.22
137.21 1650000.00   0.00   0.00   0.00   0.00 1277473.28
137.31 1650000.00   0.00   0.00   0.00   0.00 1270592.01
137.41 1650000.00   0.00   0.00   0.00   0.00 1263649.62
137.51 1650000.00   0.00   0.00   0.00   0.00 1256646.32
137.61 1650000.00   0.00   0.00   0.00   0.00 1249582.32
137.71 1650000.00   0.00   0.00   0.00   0.00 1242457.81
137.81 1650000.00   0.00   0.00   0.00   0.00 1235273.04
137.91 1650000.00   0.00   0.00   0.00   0.00 1228028.19
138.01 1650000.00   0.00   0.00   0.00   0.00 1220723.51
138.11 1650000.00   0.00   0.00   0.00   0.00 1213359.21
138.21 1650000.00   0.00   0.00   0.00   0.00 1205935.51
138.31 1650000.00   0.00   0.00   0.00   0.00 1198452.66
138.41 1650000.00   0.00   0.00   0.00   0.00 1190910.86
138.51 1650000.00   0.00   0.00   0.00   0.00 1183310.37
138.61 1650000.00   0.00   0.00   0.00   0.00 1175651.42
138.71 1650000.00   0.00   0.00   0.00   0.00 1167934.25
138.81 1650000.00   0.00   0.00   0.00   0.00 1160159.10
138.91 1650000.00   0.00   0.00   0.00   0.00 1152326.21
139.01 1650000.00   0.00   0.00   0.00   0.00 1144435.84
139.11 1650000.00   0.00   0.00   0.00   0.00 1136488.24
139.21 1650000.00   0.00   0.00   0.00   0.00 1128483.65
139.31 1650000.00   0.00   0.00   0.00   0.00 1120422.34
139.41 1650000.00   0.00   0.00   0.00   0.00 1112304.57
139.51 1650000.00   0.00   0.00   0.00   0.00 1104130.59
139.61 1650000.00   0.00   0.00   0.00   0.00 1095900.67
139.71 1650000.00   0.00   0.00   0.00   0.00 1087615.08
139.81 1650000.00   0.00   0.00   0.00   0.00 1079274.09
139.91 1650000.00   0.00   0.00   0.00   0.00 1070877.98
140.01 1650000.00   0.00   0.00   0.00   0.00 1062427.00
140.11 1650000.00   0.00   0.00   0.00   0.00 1053921.46
140.21 1650000.00   0.00   0.00   0.00   0.00 1045361.61
140.31 1650000.00   0.00   0.00   0.00   0.00 1036747.76
140.41 1650000.00   0.00   0.00   0.00   0.00 1028080.18
140.51 1650000.00   0.00   0.00   0.00   0.00 1019359.17
140.61 1650000.00   0.00   0.00   0.00   0.00 1010585.01
140.71 1650000.00   0.00   0.00   0.00   0.00 1001758.00
140.81 1650000.00   0.00   0.00   0.00   0.00 992878.43
140.91 1650000.00   0.00   0.00   0.00   0.00 983946.61
141.01 1650000.00   0.00   0.00   0.00   0.00 974962.84
141.11 1650000.00   0.00   0.00   0.00   0.00 965927.41
141.21 1650000.00   0.00   0.00   0.00   0.00 956840.64
141.31 1650000.00   0.00   0.00   0.00   0.00 947702.84
141.41 1650000.00   0.00   0.00   0.00   0.00 938514.32
141.51 1650000.00   0.00   0.00   0.00   0.00 929275.39
141.61 1650000.00   0.00   0.00   0.00   0.00 919986.37
141.71 1650000.00   0.00   0.00   0.00   0.00 910647.59
141.81 1650000.00   0.00   0.00   0.00   0.00 901259.35
141.91 1650000.00   0.00   0.00   0.00   0.00 891821.99
142.01 1650000.00   0.00   0.00   0.00   0.00 882335.83
142.11 1650000.00   0.00   0.00   0.00   0.00 872801.21
142.21 1650000.00   0.00   0.00   0.00   0.00 863218.45
142.31 1650000.00   0.00   0.00   0.00   0.00 853587.89
142.41 1650000.00   0.00   0.00   0.00   0.00 843909.87
142.51 1650000.00   0.00   0.00   0.00   0.00 834184.72
142.61 1650000.00   0.00   0.00   0.00   0.00 824412.79
142.71 1650000.00   0.00   0.00   0.00   0.00 814594.42
142.81 1650000.00   0.00   0.00   0.00   0.00 804729.96
142.91 1650000.00   0.00   0.00   0.00   0.00 794819.76
143.01 1650000.00   0.00   0.00   0.00   0.00 784864.17
143.11 1650000.00   0.00   0.00   0.00   0.00 774863.53
143.21 1650000.00   0.00   0.00   0.00   0.00 764818.22
143.31 1650000.00   0.00   0.00   0.00   0.00 754728.58
143.41 1650000.00   0.00   0.00   0.00   0.00 744594.98
143.51 1650000.00   0.00   0.00   0.00   0.00 734417.78
143.61 1650000.00   0.00   0.00   0.00   0.00 724197.34
143.71 1650000.00   0.00   0.00   0.00   0.00 713934.04
143.81 1650000.00   0.00   0.00   0.00   0.00 703628.24
143.91 1650000.00   0.00   0.00   0.00   0.00 693280.31
144.01 1650000.00   0.00   0.00   0.00   0.00 682890.63
144.11 1650000.00   0.00   0.00   0.00   0.00 672459.58
144.21 1650000.00   0.00   0.00   0.00   0.00 661987.53
144.31 1650000.00   0.00   0.00   0.00   0.00 651474.87
144.41 1650000.00   0.00   0.00   0.00   0.00 640921.97
144.51 1650000.00   0.00   0.00   0.00   0.00 630329.23
144.61 1650000.00   0.00   0.00   0.00   0.00 619697.03
144.71 1650000.00   0.00   0.00   0.00   0.00 609025.75
144.81 1650000.00   0.00   0.00   0.00   0.00 598315.80
144.91 1650000.00   0.00   0.00   0.00   0.00 587567.57
145.01 1650000.00   0.00   0.00   0.00   0.00 576781.44
145.11 1650000.00   0.00   0.00   0.00   0.00 565957.83
145.21 1650000.00   0.00   0.00   0.00   0.00 555097.12
145.31 1650000.00   0.00   0.00   0.00   0.00 544199.73
145.41 1650000.00   0.00   0.00   0.00   0.00 533266.05
145.51 1650000.00   0.00   0.00   0.00   0.00 522296.50
145.61 1650000.00   0.00   0.00   0.00   0.00 511291.47
145.71 1650000.00   0.00   0.00   0.00   0.00 500251.39
145.81 1650000.00   0.00   0.00   0.00   0.00 489176.65
145.91 1650000.00   0.00   0.00   0.00   0.00 478067.69
146.01 1650000.00   0.00   0.00   0.00   0.00 466924.90
146.11 1650000.00   0.00   0.00   0.00   0.00 455748.72
146.21 1650000.00   0.00   0.00   0.00   0.00 444539.56
146.31 1650000.00   0.00   0.00   0.00   0.00 433297.83
146.41 1650000.00   0.00   0.00   0.00   0.00 422023.98
146.51 1650000.00   0.00   0.00   0.00   0.00 410718.42
146.61 1650000.00   0.00   0.00   0.00   0.00 399381.57
146.71 1650000.00   0.00   0.00   0.00   0.00 388013.88
146.81 1650000.00   0.00   0.00   0.00   0.00 376615.76
146.91 1650000.00   0.00   0.00   0.00   0.00 365187.66
147.01 1650000.00   0.00   0.00   0.00   0.00 353730.00
147.11 1650000.00   0.00   0.00   0.00   0.00 342243.23
147.21 1650000.00   0.00   0.00   0.00   0.00 330727.77
147.31 1650000.00   0.00   0.00   0.00   0.00 319184.08
147.41 1650000.00   0.00   0.00   0.00   0.00 307612.59
147.51 1650000.00   0.00   0.00   0.00   0.00 296013.75
147.61 1650000.00   0.00   0.00   0.00   0.00 284388.00
147.71 1650000.00   0.00   0.00   0.00   0.00 272735.79
147.81 1650000.00   0.00   0.00   0.00   0.00 261057.57
147.91 1650000.00   0.00   0.00   0.00   0.00 249353.78
148.01 1650000.00   0.00   0.00   0.00   0.00 237624.88
148.11 1650000.00   0.00   0.00   0.00   0.00 225871.32
148.21 1650000.00   0.00   0.00   0.00   0.00 214093.55
148.31 1650000.00   0.00   0.00   0.00   0.00 202292.04
148.41 1650000.00   0.00   0.00   0.00   0.00 190467.24
148.51 1650000.00   0.00   0.00   0.00   0.00 178619.61
148.61 1650000.00   0.00   0.00   0.00   0.00 166749.61
148.71 1650000.00   0.00   0.00   0.00   0.00 154857.71
148.81 1650000.00   0.00   0.00   0.00   0.00 142944.36
148.91 1650000.00   0.00   0.00   0.00   0.00 131010.03
149.01 1650000.00   0.00   0.00   0.00   0.00 119055.19
149.11 1650000.00   0.00   0.00   0.00   0.00 107080.31
149.21 1650000.00   0.00   0.00   0.00   0.00 95085.86
149.31 1650000.00   0.00   0.00   0.00   0.00 83072.30
149.41 1650000.00   0.00   0.00   0.00   0.00 71040.12
149.51 1650000.00   0.00   0.00   0.00   0.00 58989.78
149.61 1650000.00   0.00   0.00   0.00   0.00 46921.76
149.71 1650000.00   0.00   0.00   0.00   0.00 34836.53
149.81 1650000.00   0.00   0.00   0.00   0.00 22734.58
149.91 1650000.00   0.00   0.00   0.00   0.00 10616.38
150.01 1650000.00   0.00   0.00   0.00   0.00 -1517.59
150.11 1650000.00   0.00   0.00   0.00   0.00 -13666.85
150.21 1650000.00   0.00   0.00   0.00   0.00 -25830.91
150.31 1650000.00   0.00   0.00   0.00   0.00 -38009.28
150.41 1650000.00   0.00   0.00   0.00   0.00 -50201.50
150.51 1650000.00   0.00   0.00   0.00   0.00 -62407.06
150.61 1650000.00   0.00   0.00   0.00   0.00 -74625.49
150.71 1650000.00   0.00   0.00   0.00   0.00 -86856.28
150.81 1650000.00   0.00   0.00   0.00   0.00 -99098.97
150.91 1650000.00   0.00   0.00   0.00   0.00 -111353.04
151.01 1650000.00   0.00   0.00   0.00   0.00 -123618.02
151.11 1650000.00   0.00   0.00   0.00   0.00 -135893.41
151.21 1650000.00   0.00   0.00   0.00   0.00 -148178.71
151.31 1650000.00   0.00   0.00   0.00   0.00 -160473.43
151.41 1650000.00   0.00   0.00   0.00   0.00 -172777.08
151.51 1650000.00   0.00   0.00   0.00   0.00 -185089.16
151.61 1650000.00   0.00   0.00   0.00   0.00 -197409.17
151.71 1650000.00   0.00   0.00   0.00   0.00 -209736.61
151.81 1650000.00   0.00   0.00   0.00   0.00 -222070.98
151.91 1650000.00   0.00   0.00   0.00   0.00 -234411.79
152.01 1650000.00   0.00   0.00   0.00   0.00 -246758.53
152.11 1650000.00   0.00   0.00   0.00   0.00 -259110.70
152.21 1650000.00   0.00   0.00   0.00   0.00 -271467.80
152.31 1650000.00   0.00   0.00   0.00   0.00 -283829.33
152.41 1650000.00   0.00   0.00   0.00   0.00 -296194.77
152.51 1650000.00   0.00   0.00   0.00   0.00 -308563.63
152.61 1650000.00   0.00   0.00   0.00   0.00 -320935.40
152.71 1650000.00   0.00   0.00   0.00   0.00 -333309.57
152.81 1650000.00   0.00   0.00   0.00   0.00 -345685.64
152.91 1650000.00   0.00   0.00   0.00   0.00 -358063.09
153.01 1650000.00   0.00   0.00   0.00   0.00 -370441.43
153.11 1650000.00   0.00   0.00   0.00   0.00 -382820.14
153.21 1650000.00   0.00   0.00   0.00   0.00 -395198.70
153.31 1650000.00   0.00   0.00   0.00   0.00 -407576.62
153.41 1650000.00   0.00   0.00   0.00   0.00 -419953.38
153.51 1650000.00   0.00   0.00   0.00   0.00 -432328.46
153.61 1650000.00   0.00   0.00   0.00   0.00 -444701.36
153.71 1650000.00   0.00   0.00   0.00   0.00 -457071.57
153.81 1650000.00   0.00   0.00   0.00   0.00 -469438.57
153.91 1650000.00   0.00   0.00   0.00   0.00 -481801.85
154.01 1650000.00   0.00   0.00   0.00   0.00 -494160.89
154.11 1650000.00   0.00   0.00   0.00   0.00 -506515.18
154.21 1650000.00   0.00   0.00   0.00   0.00 -518864.20
154.31 1650000.00   0.00   0.00   0.00   0.00 -531207.45
154.41 1650000.00   0.00   0.00   0.00   0.00 -543544.40
154.51 1650000.00   0.00   0.00   0.00   0.00 -555874.54
154.61 1650000.00   0.00   0.00   0.00   0.00 -568197.36
154.71 1650000.00   0.00   0.00   0.00   0.00 -580512.34
154.81 1650000.00   0.00   0.00   0.00   0.00 -592818.95
154.91 1650000.00   0.00   0.00   0.00   0.00 -605116.69
155.01 1650000.00   0.00   0.00   0.00   0.00 -617405.04
155.11 1650000.00   0.00   0.00   0.00   0.00 -629683.48
155.21 1650000.00   0.00   0.00   0.00   0.00 -641951.49
155.31 1650000.00   0.00   0.00   0.00   0.00 -654208.56
155.41 1650000.00   0.00   0.00   0.00   0.00 -666454.16
155.51 1650000.00   0.00   0.00   0.00   0.00 -678687.79
155.61 1650000.00   0.00   0.00   0.00   0.00 -690908.92
155.71 1650000.00   0.00   0.00   0.00   0.00 -703117.03
155.81 1650000.00   0.00   0.00   0.00   0.00 -715311.62
155.91 1650000.00   0.00   0.00   0.00   0.00 -727492.15
156.01 1650000.00   0.00   0.00   0.00   0.00 -739658.11
156.11 1650000.00   0.00   0.00   0.00   0.00 -751808.99
156.21 1650000.00   0.00   0.00   0.00   0.00 -763944.26
156.31 1650000.00   0.00   0.00   0.00   0.00 -776063.41
156.41 1650000.00   0.00   0.00   0.00   0.00 -788165.92
156.51 1650000.00   0.00   0.00   0.00   0.00 -800251.27
156.61 1650000.00   0.00   0.00   0.00   0.00 -812318.95
156.71 1650000.00   0.00   0.00   0.00   0.00 -824368.43
156.81 1650000.00   0.00   0.00   0.00   0.00 -836399.21
156.91 1650000.00   0.00   0.00   0.00   0.00 -848410.76
157.01 1650000.00   0.00   0.00   0.00   0.00 -860402.57
157.11 1650000.00   0.00   0.00   0.00   0.00 -872374.12
157.21 1650000.00   0.00   0.00   0.00   0.00 -884324.90
157.31 1650000.00   0.00   0.00   0.00   0.00 -896254.38
157.41 1650000.00   0.00   0.00   0.00   0.00 -908162.06
157.51 1650000.00   0.00   0.00   0.00   0.00 -920047.41
157.61 1650000.00   0.00   0.00   0.00   0.00 -931909.93
157.71 1650000.00   0.00   0.00   0.00   0.00 -943749.09
157.81 1650000.00   0.00   0.00   0.00   0.00 -955564.39
157.91 1650000.00   0.00   0.00   0.00   0.00 -967355.32
158.01 1650000.00   0.00   0.00   0.00   0.00 -979121.35
158.11 1650000.00   0.00   0.00   0.00   0.00 -990861.97
158.21 1650000.00   0.00   0.00   0.00   0.00 -1002576.68
158.31 1650000.00   0.00   0.00   0.00   0.00 -1014264.96
158.41 1650000.00   0.00   0.00   0.00   0.00 -1025926.29
158.51 1650000.00   0.00   0.00   0.00   0.00 -1037560.18
158.61 1650000.00   0.00   0.00   0.00   0.00 -1049166.10
158.71 1650000.00   0.00   0.00   0.00   0.00 -1060743.56
158.81 1650000.00   0.00   0.00   0.00   0.00 -1072292.03
158.91 1650000.00   0.00   0.00   0.00   0.00 -1083811.02
159.01 1650000.00   0.00   0.00   0.00   0.00 -1095300.01
159.11 1650000.00   0.00   0.00   0.00   0.00 -1106758.50
159.21 1650000.00   0.00   0.00   0.00   0.00 -1118185.98
159.31 1650000.00   0.00   0.00   0.00   0.00 -1129581.95
159.41 1650000.00   0.00   0.00   0.00   0.00 -1140945.90
159.51 1650000.00   0.00   0.00   0.00   0.00 -1152277.32
159.61 1650000.00   0.00   0.00   0.00   0.00 -1163575.72
159.71 1650000.00   0.00   0.00   0.00   0.00 -1174840.60
159.81 1650000.00   0.00   0.00   0.00   0.00 -1186071.44
159.91 1650000.00   0.00   0.00   0.00   0.00 -1197267.75
160.01 1650000.00   0.00   0.00   0.00   0.00 -1208429.04
160.11 1650000.00   0.00   0.00   0.00   0.00 -1219554.79
160.21 1650000.00   0.00   0.00   0.00   0.00 -1230644.52
160.31 1650000.00   0.00   0.00   0.00   0.00 -1241697.73
160.41 1650000.00   0.00   0.00   0.00   0.00 -1252713.91
160.51 1650000.00   0.00   0.00   0.00   0.00 -1263692.59
160.61 1650000.00   0.00   0.00   0.00   0.00 -1274633.25
160.71 1650000.00   0.00   0.00   0.00   0.00 -1285535.42
160.81 1650000.00   0.00   0.00   0.00   0.00 -1296398.59
160.91 1650000.00   0.00   0.00   0.00   0.00 -1307222.28
161.01 1650000.00   0.00   0.00   0.00   0.00 -1318005.99
161.11 1650000.00   0.00   0.00   0.00   0.00 -1328749.25
161.21 1650000.00   0.00   0.00   0.00   0.00 -1339451.56
161.31 1650000.00   0.00   0.00   0.00   0.00 -1350112.43
161.41 1650000.00   0.00   0.00   0.00   0.00 -1360731.38
161.51 1650000.00   0.00   0.00   0.00   0.00 -1371307.93
161.61 1650000.00   0.00   0.00   0.00   0.00 -1381841.60
161.71 1650000.00   0.00   0.00   0.00   0.00 -1392331.89
161.81 1650000.00   0.00   0.00   0.00   0.00 -1402778.34
161.91 1650000.00   0.00   0.00   0.00   0.00 -1413180.47
162.01 1650000.00   0.00   0.00   0.00   0.00 -1423537.79
162.11 1650000.00   0.00   0.00   0.00   0.00 -1433849.83
162.21 1650000.00   0.00   0.00   0.00   0.00 -1444116.12
162.31 1650000.00   0.00   0.00   0.00   0.00 -1454336.19
162.41 1650000.00   0.00   0.00   0.00   0.00 -1464509.55
162.51 1650000.00   0.00   0.00   0.00   0.00 -1474635.75
162.61 1650000.00   0.00   0.00   0.00   0.00 -1484714.31
162.71 1650000.00   0.00   0.00   0.00   0.00 -1494744.77
162.81 1650000.00   0.00   0.00   0.00   0.00 -1504726.65
162.91 1650000.00   0.00   0.00   0.00   0.00 -1514659.50
163.01 1650000.00   0.00   0.00   0.00   0.00 -1524542.85
163.11 1650000.00   0.00   0.00   0.00   0.00 -1534376.25
163.21 1650000.00   0.00   0.00   0.00   0.00 -1544159.22
163.31 1650000.00   0.00   0.00   0.00   0.00 -1553891.32
163.41 1650000.00   0.00   0.00   0.00   0.00 -1563572.08
163.51 1650000.00   0.00   0.00   0.00   0.00 -1573201.06
163.61 1650000.00   0.00   0.00   0.00   0.00 -1582777.79
163.71 1650000.00   0.00   0.00   0.00   0.00 -1592301.83
163.81 1650000.00   0.00   0.00   0.00   0.00 -1601772.73
163.91 1650000.00   0.00   0.00   0.00   0.00 -1611190.04
164.01 1650000.00   0.00   0.00   0.00   0.00 -1620553.31
164.11 1650000.00   0.00   0.00   0.00   0.00 -1629862.10
164.21 1650000.00   0.00   0.00   0.00   0.00 -1639115.97
164.31 1650000.00   0.00   0.00   0.00   0.00 -1648314.47
164.41 1650000.00   0.00   0.00   0.00   0.00 -1657457.16
164.51 1650000.00   0.00   0.00   0.00   0.00 -1666543.62
164.61 1650000.00   0.00   0.00   0.00   0.00 -1675573.40
164.71 1650000.00   0.00   0.00   0.00   0.00 -1684546.07
