# This is an input file for the tower top force time-series in the TMD module of ServoDyn
# Time, Fx, Fy, Fz, Mx, My, Mz
# (s) (N) (N) (N) (N-m) (N-m) (N-m)
 0.00   0.00   0.00   0.00   0.00   0.00   0.00
 0.10   0.00   0.00   0.00   0.00   0.00  13.84
 0.20   0.00   0.00   0.00   0.00   0.00  55.37
 0.30   0.00   0.00   0.00   0.00   0.00 124.58
 0.40   0.00   0.00   0.00   0.00   0.00 221.46
 0.50   0.00   0.00   0.00   0.00   0.00 346.02
 0.60   0.00   0.00   0.00   0.00   0.00 498.25
 0.70   0.00   0.00   0.00   0.00   0.00 678.13
 0.80   0.00   0.00   0.00   0.00   0.00 885.66
 0.90   0.00   0.00   0.00   0.00   0.00 1120.83
 1.00   0.00   0.00   0.00   0.00   0.00 1383.62
 1.10   0.00   0.00   0.00   0.00   0.00 1674.01
 1.20   0.00   0.00   0.00   0.00   0.00 1992.00
 1.30   0.00   0.00   0.00   0.00   0.00 2337.57
 1.40   0.00   0.00   0.00   0.00   0.00 2710.69
 1.50   0.00   0.00   0.00   0.00   0.00 3111.35
 1.60   0.00   0.00   0.00   0.00   0.00 3539.52
 1.70   0.00   0.00   0.00   0.00   0.00 3995.19
 1.80   0.00   0.00   0.00   0.00   0.00 4478.32
 1.90   0.00   0.00   0.00   0.00   0.00 4988.88
 2.00   0.00   0.00   0.00   0.00   0.00 5526.86
 2.10   0.00   0.00   0.00   0.00   0.00 6092.22
 2.20   0.00   0.00   0.00   0.00   0.00 6684.92
 2.30   0.00   0.00   0.00   0.00   0.00 7304.95
 2.40   0.00   0.00   0.00   0.00   0.00 7952.26
 2.50   0.00   0.00   0.00   0.00   0.00 8626.81
 2.60   0.00   0.00   0.00   0.00   0.00 9328.58
 2.70   0.00   0.00   0.00   0.00   0.00 10057.51
 2.80   0.00   0.00   0.00   0.00   0.00 10813.58
 2.90   0.00   0.00   0.00   0.00   0.00 11596.74
 3.00   0.00   0.00   0.00   0.00   0.00 12406.95
 3.10   0.00   0.00   0.00   0.00   0.00 13244.15
 3.20   0.00   0.00   0.00   0.00   0.00 14108.32
 3.30   0.00   0.00   0.00   0.00   0.00 14999.39
 3.40   0.00   0.00   0.00   0.00   0.00 15917.32
 3.50   0.00   0.00   0.00   0.00   0.00 16862.06
 3.60   0.00   0.00   0.00   0.00   0.00 17833.55
 3.70   0.00   0.00   0.00   0.00   0.00 18831.75
 3.80   0.00   0.00   0.00   0.00   0.00 19856.60
 3.90   0.00   0.00   0.00   0.00   0.00 20908.04
 4.00   0.00   0.00   0.00   0.00   0.00 21986.01
 4.10   0.00   0.00   0.00   0.00   0.00 23090.46
 4.20   0.00   0.00   0.00   0.00   0.00 24221.32
 4.30   0.00   0.00   0.00   0.00   0.00 25378.53
 4.40   0.00   0.00   0.00   0.00   0.00 26562.02
 4.50   0.00   0.00   0.00   0.00   0.00 27771.74
 4.60   0.00   0.00   0.00   0.00   0.00 29007.61
 4.70   0.00   0.00   0.00   0.00   0.00 30269.57
 4.80   0.00   0.00   0.00   0.00   0.00 31557.55
 4.90   0.00   0.00   0.00   0.00   0.00 32871.47
 5.00   0.00   0.00   0.00   0.00   0.00 34211.26
 5.10   0.00   0.00   0.00   0.00   0.00 35576.86
 5.20   0.00   0.00   0.00   0.00   0.00 36968.17
 5.30   0.00   0.00   0.00   0.00   0.00 38385.13
 5.40   0.00   0.00   0.00   0.00   0.00 39827.66
 5.50   0.00   0.00   0.00   0.00   0.00 41295.68
 5.60   0.00   0.00   0.00   0.00   0.00 42789.11
 5.70   0.00   0.00   0.00   0.00   0.00 44307.86
 5.80   0.00   0.00   0.00   0.00   0.00 45851.84
 5.90   0.00   0.00   0.00   0.00   0.00 47420.99
 6.00   0.00   0.00   0.00   0.00   0.00 49015.20
 6.10   0.00   0.00   0.00   0.00   0.00 50634.39
 6.20   0.00   0.00   0.00   0.00   0.00 52278.47
 6.30   0.00   0.00   0.00   0.00   0.00 53947.35
 6.40   0.00   0.00   0.00   0.00   0.00 55640.93
 6.50   0.00   0.00   0.00   0.00   0.00 57359.13
 6.60   0.00   0.00   0.00   0.00   0.00 59101.84
 6.70   0.00   0.00   0.00   0.00   0.00 60868.97
 6.80   0.00   0.00   0.00   0.00   0.00 62660.42
 6.90   0.00   0.00   0.00   0.00   0.00 64476.10
 7.00   0.00   0.00   0.00   0.00   0.00 66315.89
 7.10   0.00   0.00   0.00   0.00   0.00 68179.71
 7.20   0.00   0.00   0.00   0.00   0.00 70067.44
 7.30   0.00   0.00   0.00   0.00   0.00 71978.98
 7.40   0.00   0.00   0.00   0.00   0.00 73914.22
 7.50   0.00   0.00   0.00   0.00   0.00 75873.06
 7.60   0.00   0.00   0.00   0.00   0.00 77855.38
 7.70   0.00   0.00   0.00   0.00   0.00 79861.08
 7.80   0.00   0.00   0.00   0.00   0.00 81890.05
 7.90   0.00   0.00   0.00   0.00   0.00 83942.17
 8.00   0.00   0.00   0.00   0.00   0.00 86017.32
 8.10   0.00   0.00   0.00   0.00   0.00 88115.40
 8.20   0.00   0.00   0.00   0.00   0.00 90236.28
 8.30   0.00   0.00   0.00   0.00   0.00 92379.85
 8.40   0.00   0.00   0.00   0.00   0.00 94545.98
 8.50   0.00   0.00   0.00   0.00   0.00 96734.55
 8.60   0.00   0.00   0.00   0.00   0.00 98945.45
 8.70   0.00   0.00   0.00   0.00   0.00 101178.55
